,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
002930.SZ,广东宏川智慧物流股份有限公司,宏川智慧,,仓储综合服务，为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务。,　　物流项目投资；物流链管理；码头、仓储的建设及经营；海上国际货运代理、陆路国际货运代理、国内货运代理，仓储代理；物流管理咨询，企业管理咨询，投资管理咨询。,"广东宏川智慧物流股份有限公司为专业的石化物流综合服务提供商，主要为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务，是国内最大的民营化工仓储企业之一。公司业务主要包括仓储综合服务、中转及其他服务、物流链管理服务以及增值服务四部分业务。
　　公司运行了ISO9001质量管理体系、ISO14001环境管理体系、OHSAS18001职业健康安全管理体系、国家交通运输部港口码头企业安全生产标准化体系、国家安全生产监督管理总局安全生产标准化体系,通过了欧洲化学品分拨协会CDI-T审核认证。",林海川,林海川 (47.99%),广东省东莞市松山湖园区礼宾路6号1栋四楼
002931.SZ,浙江锋龙电气股份有限公司,锋龙股份,绍兴锋龙电机有限公司,园林机械零部件、汽车零部件和液压零部件的研发、生产和销售。,　　制造：汽车零部件、电机、电器及配件；销售自产产品；进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江锋龙电气股份有限公司主要从事园林机械零部件、汽车零部件和液压零部件的研发、生产和销售，产品包括点火器、飞轮、汽缸等园林机械关键零部件，多种品规的精密铝压铸及铁件汽车零部件和工程及工业用高端液压控制零部件。较强的研发能力和技术优势保证了公司可以持续向市场提供质量高、性能可靠、成本较低的产品，为公司赢得了良好的市场口碑及优质的客户资源，同时也为公司的盈利能力提供了保障，还曾先后被认定为“中国内燃机零部件行业排头兵企业”，研发项目被列入“国家火炬计划产业化示范项目”、“国家科技型中小企业技术创新基金项目”。,董剑刚,董剑刚 (41.71%),浙江省绍兴市上虞区梁湖工业园区倪禄路5号
002932.SZ,武汉明德生物科技股份有限公司,明德生物,,体外诊断试剂和诊断仪器的研发、生产、销售和服务。,　　一般项目：一类、二类和三类医疗器械（凭有效的许可证经营）生产、研制、销售及租赁；普通实验室试剂（不含危险化学品、易制毒化学品）销售；医疗器械技术咨询、安装、检测、维修；企业管理软件的销售及售后服务；诊断技术、医疗技术的技术开发、技术咨询、技术推广、技术转让；农业、环境、食品领域分析仪器和试剂的生产及批发兼零售；抗原抗体产品、校准品和质控品的开发、生产及批发兼零售；仪器仪表的元器件制造及批发兼零售；计算机软硬件、机电一体化产品开发、安装及批发兼零售；计算机软件技术开发、技术转让、技术咨询及技术服务；健康咨询（不含诊疗）；塑料制品、通讯器材（专营除外）、通信设备（不含无线电发射设备）、电源电力设备、电子产品（不含电子出版物）、传感器、办公用品、电气信号设备、化学试剂（不含危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、实验室仪器设备、临床检验分析仪器及机电产品、实验室试剂、生物杀菌剂、生物技术试验仪器及耗材、五金、日用品的批发兼零售；货物进出口、技术进出口、代理进出口（不含国家禁止或限制进出口的货物或技术）；实验室工程、建筑智能化工程、钢结构工程施工；实验室设备、线路、管道安装工程（不含压力管道）；建筑机电安装工程；预制建筑物及建筑装饰装修工程设计与施工；信息系统集成服务；网络设备销售；医院管理；远程健康管理服务；非居住房地产租赁；住房租赁（出依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：食品生产、饮料生产、食品经营、食品互联网销售；依托实体医院的互联网医院服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目医相关部门批准文件或许可证为准）。,武汉明德生物科技股份有限公司主要从事体外诊断试剂和诊断仪器的研发、生产、销售和服务。公司的主要产品及服务为快速诊断试剂、快速检测仪器、检验服务、代理产品、软件产品、技术服务。公司快速将研发成果转化为具备核心竞争力的体外诊断产品，开发的降钙素原（PCT）检测试剂盒是国内首家实现床旁、快速、全血定量检测的注册产品。,陈莉莉,陈莉莉 (27.04%)，王颖 (15.43%),湖北省武汉市洪山区东湖新技术开发区高新二路388号武汉光谷国际生物医药企业加速器1.2期22栋1层1室
002933.SZ,北京新兴东方航空装备股份有限公司,新兴装备,北京新兴东方自动控制系统有限公司,以智能控制技术为核心的航空装备产品的研发、生产、销售及相关服务。,　　一般项目：电机制造；电机及其控制系统研发；发电机及发电机组销售；伺服控制机构制造；伺服控制机构销售；机械电气设备制造；机械电气设备销售；机械设备研发；机械设备销售；电气信号设备装置制造；电气信号设备装置销售；电气设备销售；电气设备修理；数字视频监控系统制造；数字视频监控系统销售；软件开发；软件销售；软件外包服务；合成材料制造（不含危险化学品）；合成材料销售；新材料技术研发；智能控制系统集成；计算机系统服务；电子元器件制造；电子元器件批发；电子产品销售；通信设备制造；通讯设备销售；仪器仪表制造；仪器仪表销售；仪器仪表修理；信息系统集成服务；计算机软硬件及辅助设备批发；智能机器人的研发；智能机器人销售；智能无人飞行器制造；智能无人飞行器销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子、机械设备维护（不含特种设备）；通用设备修理；专用设备修理；汽车零配件批发；汽车零部件研发；汽车零部件及配件制造；汽车新车销售；机械零件、零部件销售；数据处理服务；数据处理和存储支持服务；自有资金投资的资产管理服务；以自有资金从事投资活动；社会经济咨询服务；信息咨询服务（不含许可类信息咨询服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：民用航空器（发动机、螺旋桨）生产；民用航空器维修；民用航空器零部件设计和生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,北京新兴东方航空装备股份有限公司的主营业务为以智能控制技术为核心的航空装备产品的研发、生产、销售及相关服务。主要产品机载设备和技术服务两类。,李伟峰,陕西省人民政府国有资产监督管理委员会 (41.26%),北京市海淀区西杉创意园四区4号楼
002935.SZ,成都天奥电子股份有限公司,天奥电子,,从事时间频率、北斗卫星应用产品的研发、设计、生产和销售。,　　电子产品的设计、开发、生产、销售和服务；医疗器械（在许可核准的经营范围及有效期限内经营）的开发、生产、销售及相关技术咨询、技术转让、技术服务、数据处理、健康管理、健康咨询；计算机软件技术开发；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"成都天奥电子股份有限公司主要从事时间频率产品、北斗卫星应用产品的研发、设计、生产和销售。时间频率产品包括频率系列产品和时间同步系列产品两类：其中频率系列产品通过产生和处理频率信号，生成电子设备和系统所需的各种频率信号；时间同步系列产品通过接收、产生、保持和传递标准时间频率信号，为各应用系统提供统一的时间和频率信号。经过多年的发展和技术积累,公司已成为国内综合实力强、产品种类齐全、技术水平领先的军用时间频率产品研发生产企业之一,是我国原子钟、军用时间同步设备和系统主要供应商,在民用领域的地位也不断增强。",赵晓虎,国务院国有资产监督管理委员会 (41.61%),四川省成都市金牛区盛业路66号
002936.SZ,郑州银行股份有限公司,郑州银行,,公司银行业务、零售银行业务和资金业务。,　　吸收公众存款；发放短期、中期和长期贷款；办理国内结算；办理票据贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券；从事同业拆借；提供融资租赁服务；提供担保；提供保管箱业务；代理收付款项及代理保险业务；办理委托贷款业务；经国务院银行业监督管理机构批准的其他业务。,郑州银行股份有限公司的主营业务是公司银行业务、零售银行业务和资金业务。公司的主要产品是公司银行业务、零售银行业务、资金运营业务。公司获得“2019中国物流金融50佳”、“中国物流金融创新奖”等荣誉，英国《银行家》杂志发布“全球银行品牌价值500强”榜单，本行排名315位，较去年提升31位；在中国银行业协会举办的“陀螺”（GYROSCOPE）评价体系结果发布会上，本行荣获2018年人民币2000亿以上资产规模城商行综合评价第6名。,赵飞,,河南省郑州市金水区郑东新区商务外环22号
002937.SZ,宁波兴瑞电子科技股份有限公司,兴瑞科技,宁波兴瑞电子有限公司,精密零组件制造及研发。,　　电子元器件（包括频率控制与选择元件）、电子产品配件、塑料制品、五金配件、模具及其配件研发、设计、制造、加工；电镀加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,宁波兴瑞电子科技股份有限公司主营业务是精密零组件制造及研发。产品涵盖电子连接器、结构件、塑料外壳、镶嵌注塑件。拥有90项自主知识产权(其中商标5项，发明专利16项，实用新型专利68项，外观设计专利1项)，2020年公司荣获“浙江省亩均效益领跑者”荣誉称号。,张忠良,张忠良 (26.01%)，张华芬 (4.45%)，张瑞琪 (3.71%)，张哲瑞 (3.71%),浙江省宁波市慈溪市长河镇芦庵公路1511号
002938.SZ,鹏鼎控股(深圳)股份有限公司,鹏鼎控股,富葵精密组件(深圳)有限公司,各类印制电路板的设计、研发、制造与销售业务。,　　生产经营新型电子元器件、自动化设备及其零配件、精密模具及其零件、各类印刷电路板、电子信息产品板卡。从事电子信息产品及其板卡的批发、进出口及相关配套业务；自有房屋租赁；仓储服务；从事A002-0061宗地（即“鹏鼎时代大厦”）的房地产开发、经营、租赁、销售；物业管理；经营性机动车停车场。（不涉及国营贸易管理商品，涉及配额、许可证管理及其他专项规定管理的商品，按国家有关规定办理申请）,鹏鼎控股(深圳)股份有限公司从事各类印制电路板的设计、研发、制造与销售业务。主要产品通讯用板、消费电子及计算机用板以及其他用板等，并广泛应用于手机、网络设备、平板电脑、可穿戴设备、笔记本电脑、服务器/储存器及汽车电子等下游产品。公司2017年-2018年连续两年位列全球第一大PCB生产企业，根据Prismark2020年2月对全球PCB企业营收的预估，公司2019年继续保持全球第一。,沈庆芳,,广东省深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座29层
002939.SZ,长城证券股份有限公司,长城证券,,财富管理业务、投资银行业务、资产管理业务、证券投资及交易业务、基金管理、产业金融及投资研究、股权投资业务,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；融资融券；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品；证券投资基金托管业务。,长城证券股份有限公司的主营业务是财富管理业务、投资银行业务、资产管理业务、证券投资及交易业务、基金管理、产业金融及投资研究、股权投资业务。公司曾获得上海证券交易所颁发的优秀组织提名奖，证券时报颁发的2015中国最佳投资顾问品牌、2015中国十大最具人气证券营业部、2015中国最佳互联网证券公司等荣誉。公司荣获“最具潜力投行”、“能源领域最佳投行”、“最佳资产证券化项目”（长城证券-北京合生汇资产支持专项计划）等奖项。由《证券时报》主办的“2019中国区证券公司年会暨2019中国区投资银行&证券经纪商颁奖典礼”上，公司荣获“2019中国区十佳保荐代表人”称号及“2019中国区新锐投行君鼎奖”、“2019中国区资产证券化投行君鼎奖”。,张巍,国务院国有资产监督管理委员会 (28.39%),广东省深圳市福田区福田街道金田路2026号能源大厦南塔楼10-19层
002940.SZ,浙江昂利康制药股份有限公司,昂利康,浙江昂利康制药有限公司,医药生产制造业务，主要包括化学原料药、化学制剂和药用辅料的研发、生产和销售。,　　许可项目：药品生产；药品批发；药品零售；危险化学品生产；危险化学品经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：基础化学原料制造（不含危险化学品等许可类化学品的制造）；化工产品销售（不含许可类化工产品）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,浙江昂利康制药股份有限公司主要从事医药生产制造业务，主要包括化学原料药、化学制剂和药用辅料的研发、生产和销售。主要产品包括口服头孢类抗生素原料药（包括头孢氨苄、头孢拉定和头孢克洛）和alpha酮酸原料药等原料药品种、抗感染类制剂（包括头孢克肟胶囊、头孢克洛缓释片和头孢克洛颗粒等）、心血管类制剂（包括苯磺酸左氨氯地平片、硝苯地平缓释片等）、明胶空心胶囊。公司是国内最早掌握酶法发酵技术的口服头孢类原料药生产厂家之一，公司是国内最大的alpha酮酸原料药生产厂家，也是费森尤斯卡比的核心原料药供应商之一；公司是国内钙拮抗剂类抗高血压制剂的主要生产企业之一，苯磺酸左氨氯地平片在国内医院端市场具有较高的市场占有率。,方南平,方南平 (18.50%)，吕慧浩 (11.99%),浙江省绍兴市嵊州市嵊州大道北1000号
002941.SZ,新疆交通建设集团股份有限公司,新疆交建,新疆交通建设(集团)有限责任公司,从事公路、桥梁、隧道等交通基础设施建设的施工业务。,　　公路工程施工总承包特级；工程设计公路行业甲级；公路路面工程专业承包壹级；公路工程路基工程专业承包壹级；市政公用工程施工总承包壹级；桥梁工程专业承包壹级，水利水电工程施工总承包叁级，铁路工程施工总承包叁级；承包与其实力、规模、业绩相适应的国外工程项目及对外派遣实施上述境外工程所需的劳务人员，一般货物与技术的进出口经营，交通安全设施施工及安装；公路工程施工及养护中的新技术、新型建材的开发、生产及销售，钢材、水泥、沥青、添加剂、智能信息化设备、公路建筑材料的销售、对外技术服务及机械设备、五金交电及电子产品销售；不动产经营租赁，有形动产租赁;公路工程相关材料技术研发服务、咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"新疆交通建设集团股份有限公司所处行业为建筑业,目前的主要业务为从事公路、桥梁、隧道等交通基础设施建设的施工业务。公司的主要产品为公路工程、桥梁工程、市政工程、工程主材。",王成,新疆维吾尔自治区人民政府国有资产监督管理委员会 (47.22%),新疆维吾尔自治区乌鲁木齐市新市区经济技术开发区乌昌路辅道840号
002942.SZ,浙江新农化工股份有限公司,新农股份,,化学农药原药及制剂、精细化工中间体的研发、生产和销售。,"　　化学农药、中间体、制药原料的生产、加工、销售(具体范围及有效期限详见《危险化学品生产、储存批准证书》和《农药登记证书》),经营进出口业务(国家法律法规禁止、限制的除外),肥料生产,肥料销售,技术咨询服务。(依法须经批准的项目,经相关批准后方可开展经营活动)","浙江新农化工股份有限公司主营业务为化学农药原药及制剂、精细化工中间体的研发、生产和销售。公司产品涵盖农药原药、制剂、精细化工中间体三大类。主要产品有毒死蜱原药及制剂、三唑磷原药及制剂、噻唑锌制剂、乙基氯化物、N-(乙基丙基)-3,4-二甲基苯胺等。公司“毒死蜱、三唑磷水性化制剂产业化开发研究”等三个项目被列入国家“十一五”科技攻关计划、“关键农药中间体——乙基氯化物的工程化关键技术开发”项目被列入国家“十一五”重大科技支撑计划项目,“毒死蜱的清洁生产工艺开发”被列入国家863计划项目、“噻唑锌杀菌剂的创制开发”和“磺草酮的清洁生产技术”两个研发项目被列入国家“十二五科技支撑计划”,“不对称催化氧化及(S)-羟基茚酮酸甲酯绿色制备技术项目”被列入国家“十三五”重点研发计划课题。公司主要产品的生产技术已达到国内领先、国际先进水平,先后获得了“国家科技进步二等奖”一项、“浙江省科技进步一等奖”三项、“中国石油和化学工业联合会科技进步一等奖”三项等荣誉。",徐群辉,徐群辉 (37.76%)，泮玉燕 (14.40%)，徐月星 (12.15%),浙江省杭州市上城区新塘路277号保利中心11楼
002943.SZ,湖南宇晶机器股份有限公司,宇晶股份,,高硬脆性材料切割、研磨抛光等设备和耗材的研发、生产和销售。,　　一般项目：电子专用设备制造；电子专用设备销售；电子专用材料研发；电子专用材料制造；电子专用材料销售；光伏设备及元器件制造；光伏设备及元器件销售；半导体器件专用设备制造；半导体器件专用设备销售；机械零件、零部件加工；机械零件、零部件销售；机械设备销售；机械电气设备制造；机械电气设备销售；集成电路设计；集成电路制造；集成电路销售；软件开发；软件销售；人工智能应用软件开发；人工智能硬件销售；工业机器人制造；工业机器人销售；智能机器人的研发；智能机器人销售；货物进出口；技术进出口；新材料技术研发；合成材料制造（不含危险化学品）；合成材料销售；新型催化材料及助剂销售；超材料销售；稀土功能材料销售；专用化学产品制造（不含危险化学品）；专用化学产品销售（不含危险化学品）；玻璃、陶瓷和搪瓷制品生产专用设备制造（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,湖南宇晶机器股份有限公司主要从事高硬脆性材料切割、研磨抛光等设备和耗材的研发、生产和销售。主要产品有抛光研磨机、多线切割机、自产金刚石线、真空镀膜机、外购金刚石线、热场系统系列产品、设备改造及服务。公司产品广泛应用于消费电子、汽车工业、新材料、仪器仪表、太阳能光伏等领域。公司在国内多线切割机及研磨抛光机生产、研发领域处于领先地位，是国内线切割和研磨抛光设备研发生产领域的领先企业之一。,杨宇红,杨宇红 (29.97%)，杨佳葳 (16.67%),湖南省益阳市资阳区长春经济开发区资阳大道北侧01号
002945.SZ,华林证券股份有限公司,华林证券,华林证券有限责任公司,信用及经纪业务、投资银行业务、资产管理业务和自营投资业务等。,　　证券经纪；证券投资咨询；与证券交易、证券投资有关的财务顾问；证券承销与保荐；证券自营；证券投资基金代销；证券资产管理；代销金融产品；融资融券业务；股权投资；创业投资（不得从事担保和房地产业务）；创业投资管理；企业管理；金融信息咨询、提供金融中介服务、接受金融机构委托从事金融外包服务；投资管理、投资咨询、财务咨询；企业管理咨询等。,"华林证券股份有限公司主要业务包括信用及经纪业务、投资银行业务、资产管理业务和自营投资业务等。通过全资子公司华林创新从事另类投资业务、通过全资子公司华林资本从事私募股权投资业务。主要业务有信用及经纪业务、投资银行业务、自营业务、资产管理业务、其他业务。经过多年来的不懈努力,在快速变化的市场环境中,从一家业务单一的区域型证券公司,发展成为业务较为均衡、具有差异化经营特色、品牌影响力不断提升、布局全国的综合性证券公司。华林证券还于2019年内收获“2019年度最佳券商资管固定收益投资团队”、证券时报“2019中国权益类投资团队君鼎奖”等行业内重要奖项。",林立,林立 (64.40%),广东省深圳市南山区深南大道9668号华润置地大厦C座31-33层
002946.SZ,新希望乳业股份有限公司,新希望乳业,新希望乳业控股有限公司,奶牛养殖，乳制品及含乳饮料的研发、生产和销售。,　　乳及乳制品、饮料和冷冻食品的经营、社会经济咨询【包括投资咨询服务（不得从事非法集资、吸收公众资金等金融活动）】、牲畜的饲养；乳及乳制品、饮料、冷冻食品的研发；预包装食品、乳制品（凭许可证经营）、农畜产品的批发；奶业基地的建设与经营。（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请；以上经营范围不含国家法律法规限制或禁止的项目，涉及国家规定实施准入特别管理措施的除外，涉及许可证的凭相关许可证方可开展经营活动）。,新希望乳业股份有限公司的主营业务是奶牛养殖，乳制品及含乳饮料的研发、生产和销售。公司主要产品包括液体乳、含乳饮料和奶粉等。公司在内部建立了行业内先进成熟的产品质量控制体系，通过了有关质量管理体系认证、食品安全管理体系认证、良好生产规范（GMP）认证、乳制品危害分析和关键控制点（HACCP）体系认证，建立了质量保证控制点（QACP）体系。,席刚,Liu Chang (64.62%)，刘永好 (15.51%),四川省成都市锦江区金石路366号新希望中鼎国际2栋8楼2号
002947.SZ,苏州恒铭达电子科技股份有限公司,恒铭达,苏州恒铭达电子科技有限公司,"为消费电子,通讯和新能源领域的世界知名客户提供功能性器件,精密结构件及其产品的设计,研发,材料选型,产品试制和测试,批量生产等高附加值的一体化综合解决方案",　　电子材料及器件、绝缘材料及器件、光学材料及器件、纳米材料及器件、精密结构件、纸制品的研发、设计、加工、生产、销售；货物及技术的进出口业务；包装装潢印刷品印刷（按《印刷许可证》核定范围核定类别经营）（前述经营项目中法律、行政法规规定前置许可经营、限制经营、禁止经营的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：模具制造；模具销售；合成材料销售；橡胶制品制造；橡胶制品销售；石墨及碳素制品销售；密封件制造；密封件销售；海绵制品制造；海绵制品销售；新型膜材料销售；智能基础制造装备制造；智能基础制造装备销售；智能控制系统集成；电子元器件与机电组件设备销售；汽车零部件及配件制造；汽车零部件研发；通用设备制造（不含特种设备制造）；专用设备制造（不含许可类专业设备制造）；电子产品销售；新材料技术研发；高性能密封材料销售；五金产品研发；五金产品制造；五金产品批发；五金产品零售；塑料制品制造；塑料制品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,"苏州恒铭达电子科技股份有限公司专业为消费电子,通讯和新能源领域的世界知名客户提供功能性器件,精密结构件及其产品的设计,研发,材料选型,产品试制和测试,批量生产等高附加值的一体化综合解决方案，产品已广泛应用于手机、平板电脑、笔记本电脑、智能穿戴设备等消费电子产品及其组件。公司产品主要有消费电子类产品以及通信类产品等。",荆天平,荆世平 (37.35%)，夏琛 (4.57%)，荆京平 (3.35%)，荆江 (1.06%)，荆天平,江苏省苏州市昆山市巴城镇石牌塔基路1568号
002948.SZ,青岛银行股份有限公司,青岛银行,,向客户提供公司及个人存款、贷款、支付结算等服务和产品。,　　吸收公众存款;发放短期、中期和长期贷款;办理国内外结算;办理票据承兑、贴现与转贴现;发行金融债券;代理发行、代理兑付、承销政府债券和金融债券;买卖政府债券、央行票据、金融债券、企业债、中期票据、短期融资券以及全国银行间市场发行流通的其他债券;从事同业拆借及同业存放业务;代理买卖外汇;结汇、售汇业务;从事银行卡业务;提供信用证服务及担保;代理收付款项、代理保险业务、代理基金及贵金属销售等其他代理业务;提供保管箱服务;理财业务;债券结算代理业务、中央国库现金管理商业银行定期存款业务;经国家有关主管机构批准的其他业务。,青岛银行股份有限公司主要向客户提供公司及个人存款、贷款、支付结算等服务和产品，通过零售银行、公司银行、金融市场三大业务板块驱动发展，形成坚实的客户基础，塑造特色鲜明、高质量发展的新金融业务模式。2021年6月，2021年度“中国500最具价值品牌”榜单揭晓。本行以181亿元的品牌价值五度入选，位列第360位。2021年10月，本行进入2021年中国服务业企业500强榜单，位列第270位。2021年11月，在第十六届亚洲金融年会中，本行获评“2021年度亚洲卓越风险管理银行”；中国银行业协会发布2021年度商业银行稳健发展能力“陀螺”（GYROSCOPE）评价结果，本行公司治理能力位列城商行序列第1名；在2021中国银行业财富管理论坛暨第二届中国银行业理财金牛奖颁奖典礼中，本行子公司青银理财荣获“银行理财公司金牛潜力奖”，旗下产品荣获“银行理财产品金牛奖”。2021年12月，在国际金融论坛（IFF）第十八届全球主题年会中，本行蓝色金融项目荣获“2021全球绿色金融创新奖”；本行连续六年荣获全球服务领域的最高奖项“五星钻石奖”，是全国唯一一家连续六年入围的城商行。2022年7月，2022年“中国500最具价值品牌”榜单在北京揭晓。本行以218.72亿元的品牌价值入选该榜单，位列第346位。2022年7月，本行蝉联深交所信息披露考核最高评级A级。2022年9月，本行入围2022年中国服务业企业500强榜单，位列第268位。2022年9月，本行连续第6年入围“亚洲品牌500强”榜单，位列第430名。2022年11月，中国银行业协会发布了2022年商业银行稳健发展能力“陀螺”评价结果，本行总得分位居城商行第10位，公司治理单项得分连续两年位列城商行第1名。2022年12月，本行荣获《人民日报》旗下证券时报社组织评选的“2022年度杰出银行研究团队天玑奖”，全国仅3家银行获此殊荣。2022年12月，本行荣获全球服务领域的最高奖项“五星钻石奖”，是全国唯一一家连续7年入围的城市商业银行。2022年12月，中国证券报上市公司金牛奖榜单揭晓，本行荣获“2021年度金牛投资者关系管理奖”。,景在伦,,山东省青岛市崂山区秦岭路6号
002949.SZ,深圳市华阳国际工程设计股份有限公司,华阳国际,,建筑设计与咨询、建筑科技创新及产业链延伸业务。,"　　工程设计及咨询;工程监理;项目管理;工程总承包及所需设备材料的采购和销售;兴办实业(具体项目另行申报);经营进出口业务。(以上内容法律、行政法规、国务院决定禁止的项目除外,限制的项目取得许可后方可经营)。",深圳市华阳国际工程设计股份有限公司主营业务是建筑设计与咨询、建筑科技创新及产业链延伸业务。公司主要产品有建筑设计与咨询、建筑科技创新、建筑产业链延伸业务。公司被住建部认定为“国家住宅产业化基地”及“装配式建筑产业基地”。公司项目获得国家级奖30项，公司荣获“中国十大民营工程设计企业”等荣誉。,唐崇武,唐崇武 (33.15%),广东省深圳市福田区福田保税区市花路盈福高科技厂房四层B厂房
002950.SZ,奥美医疗用品股份有限公司,奥美医疗,,专注于医疗健康事业，主营业务为医用耗材及一次性医疗器械、感染防护用品、生活卫生用品的研发、生产和销售。,"　　医用卫生材料、无纺布制品及其它医疗用品、第一第二及第三类医疗器械、劳保用品、卫生用品、体育用品、婴儿用品、服装生产、销售及研发;纺织品加工及销售;货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外);机械设备租赁;房屋出租;商务信息咨询服务(不得从事吸收公众存款或变相吸收公众存款、发放贷款等金融业务,不得向社会公众销售理财类产品);会务会展服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)","奥美医疗用品股份有限公司专注于医疗健康事业，主营业务为医用耗材及一次性医疗器械、感染防护用品、生活卫生用品的研发、生产和销售。主要产品为纱布片、无纺布片、不粘伤口片、纱布曲缩卷、术后片、无纺布球、纱布球/脱脂棉球、眼垫片、创可贴、凡士林纱布、瓶装医带、OB片、医用吸收垫、弹性绷带卷、神经手术片、显影纱布片、显影无纺布片、显影纱布球、医用手术巾、全棉手术巾、外科手套等、医用防护口罩、医用外科口罩、一次性使用医用口罩、儿童口罩、手术衣、隔离衣、防护服等与手术帽、鞋套、医用组合包等。公司是行业内少数拥有完整产业链,且自动化水平较高的企业之一。在二十余年的发展历程中,公司积累了丰富的行业经验及生产经验,目前公司是我国医用敷料行业领先的生产商和出口商,拥有多个生产基地,配备先进的生产设备,规模化生产程度较高。",崔金海,崔金海 (23.02%)，万小香 (9.87%)，崔星炜 (2.36%)，崔辉 (2.36%),湖北省宜昌市枝江市马家店七星大道18号
002951.SZ,四川金时科技股份有限公司,金时科技,四川金时科技有限公司,烟标等包装印刷品的研发、生产和销售。,　　高档纸及纸板(新闻纸除外)、新型电容薄膜、功能性隔膜、反渗透膜、多功能膜、防伪材料、镭射膜、镭射纸、铝箔纸、铝箔卡的研发、生产、加工，销售自产产品；上述同类产品、纸张及纸制品的批发、零售、佣金代理(拍卖除外)、进出口，提供相关配套服务及相关的技术咨询、包装设计服务；网络技术开发。(涉及配额许可证管理、专项规定管理的商品按国家有关规定办理)；(以上经营范围不含国家法律法规限制或禁止的项目，涉及国家规定实施准入特别管理措施的除外，涉及许可证的凭相关许可证方可开展经营活动)。,四川金时科技股份有限公司的主营业务为烟标等包装印刷品的研发、生产和销售，致力于为卷烟生产企业提供高品质的烟标产品。公司主要产品是高技术和高附加值的烟标及相关镭射包装材料镭射膜和镭射纸等。,李海坚,李文秀 (46.09%)，李海坚 (26.34%)，李海峰 (9.88%),四川省成都市龙泉驿区成都经济技术开发区车城西三路289号
002952.SZ,亚世光电(集团)股份有限公司,亚世光电,亚世光电股份有限公司,研发、设计、生产和销售定制化液晶显示器件及电子纸显示模组等光电显示产品。,　　生产激光打印机显示控制组件、激光扫描电子价签、3D显示器件、触控系统、LED背光源及其他平板光电显示器件，激光测量仪器仪表和其他电子专用设备、测试仪器、工装模具，激光加工与电子产品加工装配，计算机软件，技术咨询、技术服务和技术转让。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"亚世光电(集团)股份有限公司的主营业务为定制化液晶显示器件的设计、研发、生产和销售。公司的主要产品为液晶显示模组及显示屏。公司专注于工控仪器仪表、通讯终端、办公室自动化、医疗器械、家用电器、汽车显示、金融器具、安防等细分领域,产品较少涉及手机等消费电子。",贾继涛,贾继涛 (37.44%),辽宁省鞍山市立山区越岭路288号
