,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
688123.SH,聚辰半导体股份有限公司,聚辰股份,,高性能、高品质集成电路产品的研发设计和销售，并提供应用解决方案和技术支持服务。,　　集成电路产品的设计，研发，制造(委托加工)，销售自产产品；上述产品同类商品的批发，佣金代理(拍卖除外)及进出口(不涉及国营贸易管理商品，涉及配额，许可证管理商品的，按国家有关规定办理申请)；以及其他相关技术方案服务及售后服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】。,聚辰半导体股份有限公司的主营业务是高性能、高品质集成电路产品的研发设计和销售，并提供应用解决方案和技术支持服务。公司的主要产品有EEPROM、音圈马达驱动芯片、智能卡芯片。,陈作涛,陈作涛 (26.01%),上海市浦东新区张东路1761号10幢
688126.SH,上海硅产业集团股份有限公司,沪硅产业,,"半导体硅片及其他材料的研发,生产和销售。",　　研究、开发、生产、加工高端硅基集成电路材料、相关技术及相关产品，销售自产产品以及提供相关的技术咨询和售后服务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"上海硅产业集团股份有限公司的主营业务是从事半导体硅片及其他材料的研发,生产和销售。公司提供的产品类型涵盖300mm抛光片及外延片、200mm及以下抛光片、外延片及SOI硅片。产品主要应用于存储芯片、图像处理芯片、通用处理器芯片、功率器件、传感器、射频芯片、模拟芯片、分立器件等领域。公司控股子公司在技术创新方面曾荣获国家科学技术进步一等奖、上海市科学技术进步一等奖、中国科学院杰出科技成就奖等荣誉。",俞跃辉,,上海市浦东新区中国(上海)自由贸易试验区临港新片区云水路1000号
688127.SH,浙江蓝特光学股份有限公司,蓝特光学,,光学元器件的研发、生产、销售。,　　光学元器件、光电光伏组件、专用光学仪器和设备的研发、制造、销售及技术咨询服务;光学器件原辅料的销售(不含危险化学品);以上相关产品和设备的进出口业务(国家禁止限制经营的及危险化学品除外)。,浙江蓝特光学股份有限公司是主营业务为光学元器件的研发、生产、销售。公司主要产品有光学棱镜、玻璃非球面透镜、玻璃晶圆、汽车后视镜。2017年，公司玻璃晶圆及双面红外反射棱镜项目成功入选“2017年度第二批新增浙江省重大产业项目--重大产业示范类”项目、2013年，公司承担的“汽车用后视侧视宽视野异形反光镜组”项目获得科技部火炬中心认证，并被授予产业化示范项目称号、2004年，公司承担的“别汉屋脊棱镜”项目获得科技部火炬中心认证，该项目采用了屋脊棱镜加工技术并将产品的角度误差控制在秒级，项目产品屋脊棱镜被认定为省级高新技术产品。此外，公司还获得了嘉兴市“四新经济示范企业”、“嘉兴市级工业设计示范企业”等荣誉称号。,徐云明,徐云明 (38.35%),浙江省嘉兴市秀洲区洪合镇洪福路1108号1幢
688128.SH,中国电器科学研究院股份有限公司,中国电研,中国电器科学研究院有限公司,为电器及其相关衍生领域的产品质量提升提供整体解决方案。,　　电气机械设备销售;机电设备安装服务;技术进出口;电子工业专用设备制造;电子工程设计服务;电气设备零售;电工器材的批发;通用机械设备销售;电气设备批发;电工机械专用设备制造;电工仪器仪表制造;商品信息咨询服务;商品批发贸易(许可审批类商品除外);广告业;机械工程设计服务;电工器材零售;制冷、空调设备制造;家用制冷电器具制造;货物进出口(专营专控商品除外);计算机和辅助设备修理;电气机械检测服务;环境监测专用仪器仪表制造;电气设备修理;风动和电动工具制造;电力工程设计服务;电子、通信与自动控制技术研究、开发;自有房地产经营活动;场地租赁(不含仓储);物业管理。,中国电器科学研究院股份有限公司的主营业务是为电器及其相关衍生领域的产品质量提升提供整体解决方案。公司的主要服务是围绕电器及相关行业技术标准、检测评价、制造装备、防护材料等关键技术领域开展科学研究，形成质量技术服务、智能装备、环保涂料及树脂等三大业务领域，为电器产品质量提升提供整体解决方案。为国家创新型企业，公司建有工业产品环境适应性国家重点实验室、国家技术标准创新基地（家用电器及电器附件国际标准化）、国家日用电器质量检验检测中心、国家智能汽车零部件质量检验检测中心等12个国家级科技研发和技术服务平台，拥有15个IEC国际标准对接平台和11个国家标准平台，是我国电器行业接轨国际、提高国际话语权的重要支撑平台，亦是国内电器领域领先的应用型研究机构和技术创新平台。,秦汉军,国务院国有资产监督管理委员会 (49.11%),广东省广州市海珠区新港西路204号第1栋
688129.SH,东来涂料技术(上海)股份有限公司,东来技术,东来涂料技术(上海)有限公司,提供基于先进石化化工新材料研发的高性能涂料产品。,　　从事涂料技术、计算机技术、化工技术领域内的技术开发、技术转让、技术咨询、技术服务，涂料的生产，金属材料、化工产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、汽车零部件、涂料检测设备、汽车美容产品、汽车饰品、机电设备、建材、五金产品的销售，从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,东来涂料技术(上海)股份有限公司的主营业务为提供基于先进石化化工新材料研发的高性能涂料产品，包括汽车售后修补涂料、新车内外饰件及车身涂料、3C消费电子领域涂料，其中，销售汽车售后修补涂料的同时，提供专业现场颜色调配服务。公司以高性能涂料研发为驱动力，持续进行创新研发。公司累计拥有发明专利42项、实用新型专利17项、软件著作权1项、申请受理发明专利152项。公司作为汽车涂料行业中国品牌的重要代表、中国化工学会涂料涂装专委会汽车涂料分会轮值理事长单位、中国涂料和颜料标准化技术委员会工作组成员，参与起草制定了涂料行业国家标准《GB 24409-2020车辆涂料中有害物质限量》、《GB 30981-2020工业防护涂料中有害物质限量》。,朱忠敏,朱忠敏 (60.66%)，朱轶颖 (4.82%),上海市嘉定区工业区新和路1221号
688131.SH,上海皓元医药股份有限公司,皓元医药,,小分子药物发现领域的分子砌块和工具化合物的研究开发，以及小分子药物原料药、中间体的工艺研发和生产技术改进。,　　化学科技领域内的技术开发、技术咨询、技术服务、技术转让，化工原料及产品（除危险化学品、监控化学品、民用爆炸物品、易制毒化学品）批发，从事货物及技术进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,上海皓元医药股份有限公司的主营业务为小分子药物发现领域的分子砌块和工具化合物的研究开发，以及小分子药物原料药、中间体的工艺研发和生产技术改进。主要产品包括：分子砌块和工具化合物、CRO 服务、原料药和中间体、CMC、CDMO 服务。,郑保富,高强 (12.99%)，郑保富 (12.99%),上海市浦东新区张衡路1999弄3幢
688133.SH,上海泰坦科技股份有限公司,泰坦科技,,提供科研试剂、特种化学品、科研仪器及耗材和实验室建设及科研信息化服务。,　　许可项目：危险化学品经营；第二类增值电信业务；第三类医疗器械经营；建设工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；合成材料销售；生物基材料销售；表面功能材料销售；电子专用材料销售；日用化学产品销售；石墨烯材料销售；金属基复合材料和陶瓷基复合材料销售；新型有机活性材料销售；新型催化材料及助剂销售；染料销售；化工产品销售（不含许可类化工产品）；实验分析仪器销售；办公设备耗材销售；仪器仪表销售；机械设备销售；电子产品销售；办公用品销售；日用百货销售；家具销售；玻璃仪器销售；食品用塑料包装容器工具制品销售；金属包装容器及材料销售；特种陶瓷制品销售；第一类医疗器械销售；第二类医疗器械销售；劳动保护用品销售；制药专用设备销售；光学仪器销售；电子测量仪器销售；环境检测专用仪器仪表销售；药物检测仪器销售；家用电器销售；计算机软硬件及辅助设备零售；绘图、计算及测量仪器销售；塑料制品销售；橡胶制品销售；金属工具销售；教学用模型及教具销售；光学玻璃销售；搪瓷制品销售；实验动物垫料销售；实验动物笼具销售；医用口罩零售；医用口罩批发；医护人员防护用品生产（I类医疗器械）；医护人员防护用品零售；医护人员防护用品批发；日用口罩（非医用)销售；消毒剂销售（不含危险化学品）；专用化学产品销售（不含危险化学品）；信息技术咨询服务；社会经济咨询服务；广告设计、代理；广告制作；图文设计制作；会议及展览服务；软件销售；软件开发；信息系统集成服务；计算机及通讯设备租赁；办公设备租赁服务；医学研究和试验发展（除人体干细胞、基因诊断与治疗技术开发和应用）；普通机械设备安装服务；仪器仪表修理；专用设备修理；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,上海泰坦科技股份有限公司的主营业务是为从事科学研究和生产质量控制的企业、高校和研究机构，提供设计、建设、运营、维护、升级、改造、信息化的科学服务技术解决方案。主要产品为高端试剂、通用试剂、特种化学品、科研仪器及耗材、实验室建设及科研信息化。,张庆,谢应波 (9.85%)，张庆 (4.57%)，张华 (4.57%)，王靖宇 (4.57%)，许峰源 (4.57%)，张维燕 (1.35%),上海市徐汇区石龙路89号
688135.SH,广东利扬芯片测试股份有限公司,利扬芯片,,集成电路测试方案开发、晶圆测试服务、芯片成品测试服务以及与集成电路测试相关的配套服务。,　　一般项目：集成电路制造；集成电路销售；集成电路芯片及产品制造；集成电路芯片及产品销售；半导体器件专用设备制造；半导体器件专用设备销售；电子元器件制造；信息系统集成服务；租赁服务（不含许可类租赁服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；普通货物仓储服务（不含危险化学品等需许可审批的项目）；货物进出口；技术进出口。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,广东利扬芯片测试股份有限公司的主营业务有集成电路测试方案开发、晶圆测试服务、芯片成品测试服务以及与集成电路测试相关的配套服务。公司的主要产品有晶圆测试和成品测试。公司多年来持续在独立第三方专业测试领域深耕，具备高质量且高性价比的集成电路测试量产能力，稳定的核心技术团队，辐射上下游的快速响应能力。,黄江,黄江 (30.62%),广东省东莞市万江区万江街道莫屋新丰东二路2号
688136.SH,科兴生物制药股份有限公司,科兴制药,山东科兴生物制品有限公司,重组蛋白药物和微生态制剂的研发、生产、销售。,　　生物制品、化学药、原料药、中药（以上不含危险化学品）的研发、生产及销售；药品委托或受托生产（详见药品上市许可持有人注册批件）及销售；药品技术研发、转让及咨询服务；货物进出口，技术进出口；自有房屋租赁以及其他按法律、法规、国务院决定等规定未禁止和不需经营许可的项目。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"科兴生物制药股份有限公司是一家主要从事重组蛋白药物和微生态制剂的研发、生产、销售一体化的创新型生物制药企业,专注于抗病毒、血液、肿瘤与免疫、退行性疾病等治疗领域的药物研发,并围绕上述治疗领域拥有一定中药及化学药技术沉淀。目前公司主要产品包括重组蛋白药物“重组人促红素”、“重组人干扰素α1b”、“重组人粒细胞刺激因子”,微生态制剂药物“酪酸梭菌二联活菌”。公司的“重组人干扰素α1b”产品是源自1993年获得国家科技进步一等奖项目“人基因工程α型干扰素产品的研制、生产与应用”(获奖单位为中国预防医学科学院病毒学研究所等单位)的成功产业化产品,公司形成自主核心技术“重组蛋白药物产业化技术平台”等,对于国家生物安全战略具有重要意义。",邓学勤,邓学勤 (66.56%),"山东省济南市章丘区明水开发区创业路2666号,广东省深圳市南山区高新中一道与科技中一路交汇处创益科技大厦"
688138.SH,深圳清溢光电股份有限公司,清溢光电,,从事掩膜版的研发、设计、生产和销售业务。,　　研究设计、生产经营新型显示器件(平板显示器及显示屏)、新型光掩膜版材料，LCD辅助设计软件开发和销售自主开发的软件产品。,深圳清溢光电股份有限公司主要从事掩膜版的研发、设计、生产和销售业务，是国内成立最早、规模最大的掩膜版生产企业之一。公司的主要产品为掩膜版（Photomask），又称光罩、光掩膜、光刻掩膜版、掩模版等，是下游行业产品制造过程中的图形“底片”转移用的高精密工具，是承载图形设计和工艺技术等知识产权信息的载体。,唐英敏,"唐英敏,唐英年 (69.43%)",广东省深圳市南山区朗山二路北清溢光电大楼
688139.SH,青岛海尔生物医疗股份有限公司,海尔生物,,生命科学和医疗创新数字场景解决方案。,　　医疗器械的技术研发、生产、销售、售后服务及维修保养；制冷设备、机电设备、冷库、液氮生物容器、太阳能制冷产品、实验室设备、消毒器械、自动化仪器设备、电子产品、通讯产品、家用及商用电器、汽车电器的技术开发、生产、销售和售后服务；冷藏服务；物联网技术开发、咨询服务、系统集成；自动化管理系统、计算机集成系统的技术开发、销售和运维服务；软件技术开发、销售、运维服务和技术咨询；计算机网络技术开发、技术咨询；第二类增值电信业务；互联网信息服务；医疗器械互联网信息服务；化工产品（不含危险化学品及一类易制毒化学品）、生物制品、仪器仪表、实验室耗材、家具、办公自动化设备的销售；汽车新车销售；医疗器械、消毒器械、冷库技术检测、认证服务；消毒服务；机电设备安装；建筑工程设计；商务信息咨询（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等金融业务）；电子商务（法律、法规禁止的，不得经营；应经审批的，未获批准前不得经营；法律、法规未规定审批的，自主开展经营活动）；货物专用运输（冷藏保鲜）；医疗器械租赁；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,青岛海尔生物医疗股份有限公司主要从事生物医疗低温存储设备的研发、生产和销售，是基于物联网转型的生命科学与医疗创新数字化场景方案服务商。公司主要业务涵盖生命科学和医疗创新两大领域，面向医院、生物医药企业、高校科研机构、疾控、血站等广泛的用户群体，提供以智慧实验室、数字医院、智慧公共卫生、智慧用血场景为主的涵盖多类产品和服务的数字场景综合解决方案。2022年公司获得国家级博士后科研工作站、中国工业大奖、中国科技产业化促进会科学技术奖一等奖、山东省科技进步一等奖等奖项，获批山东省工业领域优秀数据安全解决方案，公司在生命科学和医疗创新领域科创实力不断提升。目前，公司产品及解决方案已应用于全球130余个国家和地区，并与世界卫生组织（WHO）、联合国儿童基金会（UNICEF）、联合国全球契约组织（UNGC）等40余个国际组织建立了合作关系。,刘占杰,海尔集团公司 (22.90%),山东省青岛市城阳区高新区丰源路280号海尔生物医疗新兴产业园
688148.SH,广东芳源新材料集团股份有限公司,芳源股份,广东芳源环保股份有限公司,锂电池三元正极材料前驱体和镍电池正极材料的研发、生产和销售。,　　收集、利用：含镉废物（HW26）、含镍废物（HW46）（包括废镍镉、镍氢电池）（凭有效的《危险废物经营许可证》经营）；生产、销售：硫酸镍、球形氢氧化镍、氢氧化钴、氯化镍、硫酸钴、电解铜、锂离子电池三元前驱体、锂离子电池正极材料；环境工程设计、施工、营运；环保设备加工、制造；环境科技的开发、转让、实施；非生产性废旧金属收购及向收购企业收购生产性废旧金属自用；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,广东芳源新材料集团股份有限公司主要从事锂电池三元正极材料前驱体和镍电池正极材料的研发、生产和销售。主要产品为高端电动汽车用NCA三元正极材料前驱体，产品主要用于锂电池和镍电池的制造，并最终应用于新能源汽车动力电池、电动工具、储能设备及电子产品等领域。,罗爱平,罗爱平 (14.95%)，吴芳 (3.42%),广东省江门市新会区古井镇官冲村杨桃山、矿田(土名)
688151.SH,湖北华强科技股份有限公司,华强科技,湖北华强科技有限责任公司,特种防护装备和医药包装及医疗器械产品的研发、生产与销售。,　　药用包装材料系列产品、防化器材系列产品、空气净化系列产品；防毒服、防毒面具、防毒靴套、防毒手套、隔绝式防护装具、过滤器、滤毒器、三防掩体、三防帐篷、帐篷类、滤尘器、大气环境控制系统、气密检测仪、水处理设备、能源及环境工程设备、模具、功能薄膜、橡胶产品、炭材料和炭催化剂的研发、生产、销售及技术咨询（不含国家限制或禁止经营项目）；空气净化工程施工；机械加工（不含登记注册前置许可项目）；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；机电设备安装（不含特种设备）；一类、二类、三类医疗器械的研发、生产及销售；劳保口罩、日常用防护口罩等全系列口罩的研发、生产及销售；防护服、防护头罩的研发、生产及销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,湖北华强科技股份有限公司主营业务是是国内专业的防化军工企业，以特种防护领域为主，主要生产个体防护装备、集体防护装备，以提升我国各军兵种在核生化威胁条件下的生存和作战能力；同时依托技术优势，积极开拓医药包装、医疗器械等民品市场。报告期内，公司的主营业务为特种防护装备和医药包装及医疗器械产品的研发、生产与销售。公司的主要产品为个体防护装备、集体防护装备。目前，公司与中科院自动化研究所联合研制自动硫化机器人、自动除边机器人、自动灯检机等设备，在全国率先实现了药用丁基胶塞生产过程的智能化，荣获工信部“中德智能制造合作试点示范项目”、湖北省经信委“湖北省智能制造试点示范项目”等称号。公司药用胶塞先后获得“国家重点新产品”、“湖北省自主创新产品”等荣誉称号，“兵华”商标被认定为湖北省著名商标，公司获得“中国医药包装事业突出贡献单位奖”。截至2020年6月末，公司共有技术研发人员130人，占员工总数的比重为18.52%，其中享受国务院特殊津贴专家2人、湖北省突出贡献中青年专家3人。经过长期积累，公司形成了一系列的研究成果，目前累计取得已授权专利108项，其中发明专利23项（含国防发明专利2项）。,孙光幸,国务院国有资产监督管理委员会 (70.35%),湖北省宜昌市夷陵区中国(湖北)自贸区宜昌片区生物产业园东临路499号
688155.SH,上海先惠自动化技术股份有限公司,先惠技术,,各类智能制造装备的研发、生产和销售,　　自动化制造工艺系统研发及集成，自动化装备及生产线的研发、设计、制造、技术咨询及技术服务和进出口。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,上海先惠自动化技术股份有限公司主营业务为各类智能制造装备的研发、生产和销售。公司主要产品为智能制造领域的智能自动化装备和工业制造数据系统。,潘延庆,王颖琳 (26.76%)，潘延庆 (14.12%),上海市松江区小昆山镇光华路518号
688156.SH,路德环境科技股份有限公司,路德环境,,白酒糟、酿造废水、河湖淤泥、工程泥浆等高含水废弃物的处理和利用。,　　饲料生产；饲料添加剂生产；建设工程设计；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：生物饲料研发；畜牧渔业饲料销售；发酵过程优化技术研发；生物化工产品技术研发；农业科学研究和试验发展；固体废物治理；污水处理及其再生利用；水环境污染防治服务；水污染治理；工程管理服务；资源再生利用技术研发；建筑废弃物再生技术研发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新材料技术研发；新材料技术推广服务；环保咨询服务；建筑材料销售；新型建筑材料制造（不含危险化学品）；轻质建筑材料制造；复合微生物肥料研发；生物有机肥料研发；肥料销售；土壤环境污染防治服务；土壤污染治理与修复服务；土壤及场地修复装备销售；生态环境材料制造；生态环境材料销售；机械设备销售；仪器仪表销售；租赁服务（不含许可类租赁服务）；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,路德环境科技股份有限公司的主要业务是水环境治理及固体废弃物环保处理及资源化利用。公司的主要产品及服务为河湖淤泥及工程泥浆处理服务、白酒糟资源化利用业务、污水处理服务及环保技术装备和材料销售。,季光明,季光明 (28.25%),湖北省武汉市江夏区东湖开发区光谷软件园六期E4栋三楼
688157.SH,湖南松井新材料股份有限公司,松井股份,,通过“交互式”自主研发、“定制化柔性制造”的模式，为客户提供涂料、特种油墨等多类别系统化解决方案。,　　氨基树脂涂料600吨/年、丙烯酸酯类树脂涂料1200吨/年、环氧树脂涂料1200吨/年、聚氨酯树脂涂料1000吨/年聚酯树脂涂料1000吨/年、环氧树脂类胶粘剂300吨/年、聚氨酯类胶粘剂300吨/年、有机硅类胶粘剂400吨/年、特种油墨1000吨/年生产（安全生产许可证有效期至2020年7月17日）；新材料技术推广服务；涂料研发；涂层材料开发；水性涂料制造、销售；普通货物运输（货运出租、搬场运输除外）；道路危险货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"湖南松井新材料股份有限公司是一家以3C行业中的高端消费类电子和乘用汽车等高端消费品领域为目标市场，通过“交互式”自主研发、“定制化柔性制造”的模式，为客户提供涂料、特种油墨等多类别系统化解决方案的新型功能涂层材料制造商。公司主要产品为涂料、特种油墨、胶黏剂。在高端消费电子领域，目前,公司已成功进入已供应或进入客户体系的核心客户包括:华为、北美消费电子大客户、惠普、亚马逊、小米、VIVO、Microsoft等诸多国际知名终端品牌。",凌云剑,凌云剑 (48.58%),湖南省长沙市宁乡市宁乡经济技术开发区三环北路777号
688158.SH,优刻得科技股份有限公司,优刻得,上海优刻得信息科技有限公司,自主研发并提供以计算、存储、网络等企业必需的基础IT产品为主的云计算服务。,"　　从事网络科技、计算机技术领域内的技术开发、技术转让、技术咨询、技术服务，计算机、软件及辅助设备、电子产品的销售，计算机系统集成，电信业务(详见许可证),云平台服务，云软件服务，云基础设施服务，大数据服务，新兴软件及服务，人工智能公共服务平台，人工智能基础资源与技术平台。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","优刻得科技股份有限公司主营业务是自主研发并提供以计算、存储、网络等企业必需的基础IT产品为主的云计算服务。公司主要产品或服务有公有云、私有云、混合云、数据可信流通平台安全屋。公司2018年8月荣获“2018福布斯中国最具创新力企业”;2018年10月荣获“上海市科技小巨人企业”;2019年8月,公司获得由中国互联网协会、工业和信息化部网络安全产业发展中心颁发的2019 年中国互联网企业100强。",季昕华,季昕华 (12.43%)，华琨 (5.54%)，莫显峰 (5.54%),上海市杨浦区隆昌路619号10#B号楼
688159.SH,深圳市有方科技股份有限公司,有方科技,,物联网无线通信模块、物联网无线通信解决方案和物联网无线通信终端的研发、生产(外协加工方式实现)及销售。,　　电子产品的技术开发、销售；电子通讯产品、通讯模块的技术开发及销售；通讯模块软件的技术开发、销售及相关技术咨询；车联网终端、车载智能终端、物联网通信终端的技术开发及销售；其它国内商业、物资供销业，货物及技术进出口。电子通讯产品、通讯模块、车联网终端、车载智能终端、物联网通信终端的生产加工。,深圳市有方科技股份有限公司的主营业务为物联网无线通信模块、物联网无线通信终端和物联网无线通信解决方案的研发、生产（外协加工方式实现）及销售。公司的产品可分为三大类：物联网无线通信模块、物联网无线通信终端和物联网无线通信解决方案。近三年来公司在智能电网的无线通信模块出货量占国家电网智能电表招标采购量达50%以上，在该细分领域处于龙头地位。,王慷,王慷 (20.19%),广东省深圳市龙华区民治街道北站社区汇德大厦1号楼43-44楼
688160.SH,上海步科自动化股份有限公司,步科股份,,工业自动化设备控制核心部件与数字化工厂软硬件的研发、生产、销售以及相关技术服务，并为客户提供设备自动化控制、数字化工厂解决方案。,　　工业自动化电气产品及其软件的研发、销售及相关的技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"上海步科自动化股份有限公司的主营业务为工业自动化设备控制核心部件与数字化工厂软硬件的研发、生产、销售以及相关技术服务，并为客户提供设备自动化控制、数字化工厂解决方案。公司的工业自动化设备控制核心部件包括工业人机界面、伺服系统、步进系统、可编程逻辑控制器、低压变频器等，贯通了工控领域控制层、驱动层和执行层，广泛应用于物流设备、智能仓储、医疗设备、制药机械、工业机器人、食品机械、服装机械、纺织机械、机床工具、电子制造设备、轨道交通设备等领域。
　　公司的工业人机界面产品市场占有率在本土品牌厂商中多年保持优势地位，2018年在国内市场排位第八，国产品牌中排名第二。公司的工业物联网/互联网软硬件产品包括产线智能终端、智能网关、数据采集器、智能电子看板、SaaS软件等；公司工业物联网/互联网产品主要应用于制造设备的联网与上云、数字化工厂建设与改造，以及中小企业产销协同制造领域等。作为国内较早自主研发HMI的企业之一，公司在HMI技术领域拥有较强的竞争优势，根据《2019年中国HMI市场研究报告》，2018年公司HMI销售金额占国内HMI市场份额为4.4%，市场排位第八，国产品牌中排名第二，是国产品牌优势企业之一。",唐咚,唐咚 (43.41%),上海市浦东新区中国(上海)自由贸易试验区申江路5709号、秋月路26号3幢北侧三楼
688161.SH,山东威高骨科材料股份有限公司,威高骨科,,骨科医疗器械的研发、生产和销售。,"　　从事Ⅰ类医疗器械、Ⅱ类矫形外科(骨科)手术器械(6810)、Ⅲ类植入材料和人工器官(6846)、Ⅲ类矫形外科(骨科)手术器械(6810)的生产、销售(有效期限以许可证为准);货物及技术进出口(进口货物用于公司生产需要,不含商品分销业务)。(依法禁止的项目除外,依法须经批准的项目,经相关部门批准后方可开展经营活动)",山东威高骨科材料股份有限公司的主营业务为骨科医疗器械的研发、生产和销售，主要产品包括骨科植入医疗器械以及骨科手术器械。在骨科植入医疗器械领域，公司是国内产品种类齐全、规模领先、具有市场竞争力的企业之一。公司是国内首批进入高端植入骨科医疗器械领域的厂商之一。2019年度，公司在国内骨科植入医疗器械领域的整体市场份额位居国内厂商第一，全行业第五，各细分领域均排名靠前。其中，脊柱类产品市场份额位居国内厂商第一、全行业第三，创伤类产品市场份额位居国内厂商第二、全行业第五，关节类产品市场份额位居国内厂商第三、全行业第七。公司已经较好地实现了对部分外资企业的超越并快速拉近了与国际巨头之间的差距，具有领先的市场规模与行业地位。,弓剑波,陈学利 (21.71%),山东省威海市环翠区旅游度假区香江街26号
688162.SH,安徽巨一科技股份有限公司,巨一科技,安徽巨一自动化装备有限公司,提供智能装备和新能源汽车核心部件整体解决方案。,　　智能生产线及装备、自动化及智能设备、检测与试验设备的研发、制造、销售、技术转让、技术咨询与服务；汽车零部件的研发、制造、销售、技术转让、技术咨询与服务；数字化工厂、智能制造整体解决方案的设计、咨询与服务；工业软件、工业互联网产品的开发、销售、技术转让、技术咨询与服务；房屋与设备租赁；自营和代理各类商品和技术进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),安徽巨一科技股份有限公司主营业务是提供智能装备和新能源汽车核心部件整体解决方案。产品主要包括：汽车白车身智能连接生产线、汽车动力总成智能装测生产线、动力电池智能装测生产线、数字化运营管理系统和新能源汽车电驱动系统等。公司先后主持或参与了国家重点研发计划、国家科技支撑计划、国家智能制造专项、国家863计划、省重大科技专项等国家及省部级项目40余项。公司是国家火炬计划重点高新技术企业、国家创新型试点企业、国家知识产权优势企业。,林巨广,刘蕾 (46.16%)，林巨广 (4.59%),安徽省合肥市包河区繁华大道5821号
688165.SH,埃夫特智能装备股份有限公司,埃夫特,,工业机器人整机及其核心零部件、系统集成的研发、生产、销售。,　　工业机器人、智能机器人、智能生产线设备及配件、汽车专用设备研发、设计、制造、安装、调试、销售及售后服务，机器人领域内的技术咨询、技术服务、软件开发、销售及售后服务，机电设备（除特种设备）设计、制造、安装、调试、销售及售后服务，节能技术服务，机械式停车设备的研发、设计、制造、销售、安装、改造及维修服务（上述经营范围涉及国家限制类、禁止类项目除外，涉及前置许可的项目除外，涉及依法须经批准的项目，经相关部门批准后方可开展经营活动）,埃夫特智能装备股份有限公司的主营业务是工业机器人整机及其核心零部件、系统集成的研发、生产、销售。主要产品有核心零部件、机器人整机、机器人系统集成。公司2019年获得工信部颁发的第一批专精特新“小巨人”企业称号。2019年被国家发改委、科技部、财政部、海关总署评为国家企业技术中心。,游玮,芜湖市国有资产监督管理委员会 (30.91%),安徽省芜湖市鸠江区中国(安徽)自由贸易试验区芜湖片区万春东路96号
688166.SH,博瑞生物医药(苏州)股份有限公司,博瑞医药,,致力于研发和生产高端仿制药和原创性新药的高科技制药。,　　研发大环内脂、多肽、多糖、杂环、唑类、嗪类、苯醚类、四环素类化合物，生产非药品类大环内脂、多肽、多糖、杂环、唑类、嗪类、苯醚类、四环素类化合物，销售本公司所生产的产品，并提供有关技术咨询和技术服务（不涉及药品生产许可证管理范围和国家外商投资产业指导目录限制类和禁止类产品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"博瑞生物医药(苏州)股份有限公司致力于研发和生产高端仿制药和原创性新药的高科技制药企业。主要从事高技术壁垒的医药中间体、原料药和制剂产品的研发和生产业务,主要产品为抗体药物、疫苗、核酸药物和细胞治疗产品、产业化技术、重组蛋白质药物,公司先后获得“国家知识产权示范企业”(国家知识产权局授予),“国家知识产权优势企业”(国家知识产权局授予),“2017年度中国专利优秀奖”(国家知识产权局授予),“第十一届中国药学会科学技术奖一等奖”等荣誉。",袁建栋,袁建栋 (26.87%)，钟伟芳 (8.49%),江苏省苏州市吴中区工业园区星湖街218号纳米科技园C25-C28栋
