,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
834014.BJ,特瑞斯能源装备股份有限公司,特瑞斯,,燃气输配设备及燃气应用设备的研发、生产和销售。,　　压力管道的设计、安装，压力管道元件、压力容器的设计、制造、安装，安全附件的制造（涉及特种设备许可范围的按特种设备设计、制造、安装许可核定范围）；石油、燃气设备及配件、自动化工程及信息系统集成、计算机软硬件、电子设备、机电产品的设计、开发、制造、销售、技术服务；自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：特种设备设计；特种设备制造；特种设备安装改造修理；电气安装服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：特种设备销售；通用设备制造（不含特种设备制造）；通用设备修理；专用设备制造（不含许可类专业设备制造）；专用设备修理；机械设备研发；机械设备销售；工业自动控制系统装置制造；工业自动控制系统装置销售；液压动力机械及元件制造；液压动力机械及元件销售；气压动力机械及元件制造；气压动力机械及元件销售；阀门和旋塞研发；普通阀门和旋塞制造（不含特种设备制造）；阀门和旋塞销售；智能仪器仪表制造；智能仪器仪表销售；供应用仪器仪表制造；供应用仪器仪表销售；普通机械设备安装服务；电子、机械设备维护（不含特种设备）；工业设计服务；工程和技术研究和试验发展；信息系统集成服务；智能控制系统集成；工业互联网数据服务；信息技术咨询服务；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,特瑞斯能源装备股份有限公司的主营业务为燃气输配设备及燃气应用设备的研发、生产和销售。公司的主要产品为燃气输配设备。2020年1月至6月公司及子公司共获得1项发明专利、9项实用新型专利。,许颉,许颉 (22.10%)，李亚峰 (11.43%)，顾文勇 (6.37%)，郑玮 (0.95%),江苏省常州市新北区延河中路22号
834033.BJ,重庆康普化学工业股份有限公司,康普化学,,铜萃取剂、新能源电池金属萃取剂以及其他特种表面活性剂的研发、生产和销售。,　　货物及技术进出口业务，危险化学品生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：研制、生产、销售化工产品、金属萃取剂、矿山用化学品（不含危险化学品）；金属溶剂萃取工程技术的设计、应用，专用化学产品制造（不含危险化学品）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,重庆康普化学工业股份有限公司主要从事铜萃取剂、新能源电池金属萃取剂以及其他特种表面活性剂的研发、生产和销售。主要产品包括金属萃取剂和其他特种表面活性剂。其中金属萃取剂是公司的核心产品，包括铜萃取剂和新能源电池金属萃取剂；其他特种表面活性剂包括酸雾抑制剂和矿物浮选剂等。截至本招股说明书签署日，公司共获得授权专利29项，其中发明专利14项。由公司董事长邹潜、常务副总经理徐志刚带领的“特效萃取剂的研发及产业化创新团队”被评为“重庆市创新创业示范团队”，此外，公司还先后获得“重庆市市级优秀企业技术中心”、“重庆市长寿区企业研发创新中心”、“重庆市高效金属溶剂萃取工程技术研究中心”、“国家知识产权优势企业”、“重庆市‘专精特新’小巨人企业”、“重庆市高新技术企业”、“重庆市博士后科研工作站”等认定及荣誉。在坚持技术创新的同时，公司建立了健全的质量管控体系，取得了由全球领先认证机构SGS颁发的ISO 9001:2015质量管理体系认证、ISO 14001:2015环境管理体系认证以及ISO 45001:2018职业健康安全管理体系认证。,邹潜,邹潜 (48.12%),重庆市长寿区化中大道7号
836247.BJ,河北华密新材科技股份有限公司,华密新材,河北华密橡胶科技股份有限公司,"混炼胶,特种橡胶,橡塑密封,减震制品和军工配套产品的研发,生产,销售。",　　一般项目：橡胶制品制造；橡胶制品销售；工程塑料及合成树脂制造；工程塑料及合成树脂销售；合成材料制造（不含危险化学品）；合成材料销售；密封件制造；密封件销售；塑料制品制造；塑料制品销售；汽车零部件及配件制造；汽车零配件零售；汽车零部件研发；汽车零配件批发；汽车零部件再制造；机械零件、零部件销售；机械零件、零部件加工；橡胶加工专用设备制造；橡胶加工专用设备销售；模具制造；模具销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；货物进出口；非居住房地产租赁；租赁服务（不含许可类租赁服务）；企业管理咨询。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,河北华密新材科技股份有限公司主营业务是橡塑材料和橡塑制品研发、生产与销售。主要产品和服务为橡塑材料、橡塑制品。2021年10月，中国橡胶工业协会橡胶制品分会授予我公司2021年度橡胶制品行业“科技创新企业”，国家级专精特新“小巨人”企业。,李藏稳,李藏须 (26.11%)，李藏稳 (26.11%)，赵春肖 (1.62%)，孙敬花 (1.62%),河北省邢台市任泽区邢德路河头段北侧
836414.BJ,上海欧普泰科技创业股份有限公司,欧普泰,,"光伏检测方案的设计及其配套设备,软件的研发,生产和销售。",　　许可项目：检验检测服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：光伏设备及元器件制造；光伏设备及元器件销售；人工智能应用软件开发；货物进出口；技术进出口；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"上海欧普泰科技创业股份有限公司主营业务是光伏检测方案的设计及其配套设备,软件的研发,生产和销售。公司主要产品有光伏太阳能检测设备、光伏检测设备技术升级服务。",王振,王振 (34.01%),上海市普陀区中江路879弄12号楼402室
836807.BJ,广东奔朗新材料股份有限公司,奔朗新材,,超硬材料制品的研发、生产和销售。,　　制造、销售：金刚石制品，立方氮化硼制品，氧化铝制品，磨具、磨料、砂轮，硬质合金及超硬材料刀具，预合金粉末材料，粉末冶金制品，纳米材料及制品，稀土永磁材料及制品；绳锯机及配件；抛光、磨削、切割加工的设备、配件及技术服务；经营本企业自产产品及技术的出口业务，经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务。（经营范围不含法律、行政法规和国务院决定禁止或应经许可的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,广东奔朗新材料股份有限公司主营业务是超硬材料制品的研发、生产和销售。主要产品和服务为树脂结合剂金刚石工具、金属结合剂金刚石工具、稀土永磁元器件、碳化硅工具、精密加工金刚石工具。2021年9月，公司通过认证获得《测量管理体系认证（AAA）证书》，标志着公司在产品质量、经营管理、节能降耗、环境监测等方面的测量管理体系达到了ISO10012的国际标准。2021年12月，公司全资子公司广东奔朗新材料科技有限公司被认定为“高新技术企业”，有效期三年。,尹育航,尹育航 (34.06%),广东省佛山市顺德区陈村镇广隆工业园兴业八路7号
836942.BJ,武汉恒立工程钻具股份有限公司,恒立钻具,武汉江钻恒立工程钻具股份有限公司,各类工程破岩工具的设计、生产和销售。,"　　一般项目：建筑工程用机械制造，矿山机械制造，隧道施工专用机械制造，专用设备制造（不含许可类专业设备制造)，机械零件、零部件加工，刀具制造，金属工具制造，金属废料和碎屑加工处理，淬火加工，金属表面处理及热处理加工，轨道交通工程机械及部件销售，机械零件、零部件销售，矿山机械销售，建筑工程用机械销售，金属制品销售，密封件销售，销售代理，技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广，金属制品修理，专用设备修理，电气设备修理，通用设备修理，货物进出口，技术进出口，进出口代理，机械设备租赁，建筑工程机械与设备租赁，租赁服务（不含许可类租赁服务),非居住房地产租赁，劳务服务(不含劳务派遣)，会议及展览服务。(除许可业务外，可自主依法经营法律法规非禁止或限制的项目)","武汉恒立工程钻具股份有限公司主营业务为各类工程破岩工具的设计、生产和销售。公司的主要产品包括各种盾构及TBM刀具,顶管施工刀具,潜孔冲击器和钻头,钻杆等,水平定向穿越钻头(扩孔器,回扩头),扩孔钻头。",余立新,余立新 (23.40%),湖北省武汉市洪山区东湖新技术开发区财富二路5号
836957.BJ,东莞市汉维科技股份有限公司,汉维科技,,高分子材料环保助剂的研发、生产和销售。,"　　一般项目：新材料技术研发;新兴能源技术研发;专用化学产品制造(不含危险化学品);专用化学产品销售(不含危险化学品);工程塑料及合成树脂制造;工程塑料及合成树脂销售;塑料制品制造;塑料制品销售;基础化学原料制造(不含危险化学品等许可类化学品的制造);化工产品生产(不含许可类化工产品);化工产品销售(不含许可类化工产品);食品添加剂销售;饲料添加剂销售;化妆品批发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;货物进出口;技术进出口。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目：食品添加剂生产;饲料添加剂生产;化妆品生产;药品生产;药品批发。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)。","东莞市汉维科技股份有限公司主营业务是从事高分子材料环保助剂的研发、生产和销售。主要产品是脂肪酸盐助剂和、复合助剂。公司在核心技术研发过程中，创造出较多专利成果。截至2021年12月31日，公司已取得发明专利10项,实用新型专利19项。公司是《硬脂酸锌》(HG/T3667-2012),《硬脂酸钙》(HG/T2424-2012)等多个行业标准的起草单位之一。公司于2021年入选工业和信息化部第三批国家级专精特新“小巨人”企业名单。",周述辉,周述辉 (34.66%)，谭志佳 (14.36%)，荀育军 (14.34%)，李拥军 (10.34%),广东省东莞市桥头镇桥新西一路桥泰街5号
838227.BJ,杭州美登科技股份有限公司,美登科技,,基于电商平台为电商商家提供SaaS软件与短信等增值服务。,　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；企业管理咨询；市场营销策划；广告设计、代理；广告发布；专业设计服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：第二类增值电信业务(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,杭州美登科技股份有限公司主营业务是基于电商平台为电商商家提供SaaS软件与短信等增值服务。公司是国内较早从事电商SaaS软件开发及销售的服务商之一，公司的主要产品包括美折、我打及短信服务。自成立以来，公司始终围绕着电商商家的需求，提供相应的电商SaaS软件产品及增值服务，帮助电商商家实现精细化运营管理，降低运营成本、提升经营效率。,邹宇,邹宇 (36.26%),浙江省杭州市拱墅区丰潭路380号城西银泰城E座9楼
838262.BJ,苏州太湖雪丝绸股份有限公司,太湖雪,,蚕丝被、床品套件、丝绸饰品和丝绸服饰的研发、生产与销售。,"　　蚕丝被、床上用品、服装、纺织品、丝绸制品、蚕丝丝绸刺绣工艺品生产、销售；工艺品、劳保用品、办公文具用品、五金制品销售；文化创意设计、企业信息咨询、会务服务、展览展示服务、市场信息咨询；自营和代理各类商品及技术的进出口业务（依法须经批准的项目，经相关部门批准的方可开展经营活动）。
　　一般项目：互联网销售（除销售需要许可的商品）；日用化学产品销售；鲜茧收购；与农业生产经营有关的技术、信息、设施建设运营等服务；农业科学研究和试验发展（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）",苏州太湖雪丝绸股份有限公司主营业务是蚕丝被、床品套件、丝绸饰品、丝绸服饰等丝绸制品的研发、生产与销售。主要产品和服务为蚕丝丝绸制品。2020年1月，公司被苏州市工业和信息化局评为2019年苏州市“专精特新”示范中小企业；2018年4月，公司被江苏省委宣传部、省科学技术厅、省文化厅、省新闻出版局评为“江苏省重点文化科技企业”。,胡毓芳,王安琪 (36.98%)，胡毓芳 (31.10%),江苏省苏州市姑苏区络香路2号星辉1976产业园3栋2层太湖雪
838810.BJ,辽宁春光制药装备股份有限公司,春光药装,,研发、生产和销售高柔性智能包装装备。,　　制药机械专用设备及配件的生产、销售；食品、保健品、化妆品、日化用品包装机械及备品备件的生产、销售；提供制药机械维修、技术咨询服务；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,辽宁春光制药装备股份有限公司主营业务是研发、生产和销售高柔性智能包装装备。公司主要产品和服务是食品、药品液体灌装装备、条袋包装装备、铝塑包装装备、全自动装盒及全自动装箱装备及高柔性智能包装联动生产线。2021年9月，公司再次通过“高新技术企业认证”，有效期三年。“中国制药装备行业协会科技创新三等奖”。2021年12月，公司被评为“2021年度科技创新先进单位”。,毕春光,毕春光 (29.70%)，边境 (19.85%),辽宁省锦州市义县七里河镇七里河工业园区
870508.BJ,浙江丰安齿轮股份有限公司,丰安股份,,各类农用机械齿轮的研发、生产及销售。,　　一般经营项目：汽车齿轮、变速箱、前后桥、飞轮及飞轮壳、拖拉机、柴油机、茶机、水泵、矿山机械与轴类制造、销售；钢材、金属材料销售(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,浙江丰安齿轮股份有限公司主营业务是汽车齿轮、变速箱、前后桥、飞轮及飞轮壳、拖拉机、柴油机、茶机、水泵、矿山机械与轴类制造、销售钢材、金属材料销售。主要产品和服务为收割机齿轮、拖拉机齿轮、旋耕机齿轮。,黄健民,黄健民 (22.19%),浙江省金华市浦江县恒昌大道618号
870866.BJ,绿亨科技集团股份有限公司,绿亨科技,绿亨科技股份有限公司,农药制剂和蔬菜种子的研发、生产和销售。,　　农业科学研究和试验发展；蔬菜种植；水果种植；肥料销售；初级农产品收购；化工产品销售（不含许可类化工产品）；企业总部管理；财务咨询；以自有资金从事投资活动；企业管理咨询；法律咨询（不包括律师事务所业务）；信息咨询服务（不含许可类信息咨询服务）；非居住房地产租赁；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；农药批发；农作物种子经营；货物进出口；技术进出口；农药零售。,绿亨科技集团股份有限公司主营业务是农药产品和蔬菜种子的研发、生产和销售。农药产品主要包括杀菌剂、除草剂和杀虫剂，蔬菜种子产品主要包括茄果、瓜豆、叶菜和鲜食玉米类种子。公司是国家高新技术企业、中国农业技术推广协会副会长单位、中国种子协会蔬菜分会副会长单位、广东省重点农业龙头企业。,刘铁斌,刘铁斌 (47.84%),广东省广州市南沙区南沙街海滨路167号801房
872190.BJ,青岛雷神科技股份有限公司,雷神科技,青岛雷神科技有限公司,计算机硬件产品的设计、研发、生产和销售。,　　研发、生产、销售、网上销售：电脑及电脑配件、电子元器件、家用电器、机电设备（生产不含特种设备）、通讯器材（不含无线电发射及卫星地面接收设施）、办公用品及耗材、办公设备、计算机软件，维修：电脑及配件、办公设备、通讯器材（不含无线电发射及卫星地面接收设施），软件开发，网络工程（不得从事互联网信息服务及增值电信业务）；网络游戏服务（依据文化部门核发的《网络文化许可证》开展经营活动）；日用百货、服装服饰、皮革制品、鞋帽、洗涤用品、化妆品、摄影器材、玩具、音频设备、电子元器件、五金交电、电器机械及材料、装饰材料、塑料制品、汽车零配件的研发、生产和销售；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,青岛雷神科技股份有限公司主营业务是计算机硬件产品的设计、研发、生产和销售，主要产品包括笔记本电脑、台式机、外设及周边（包括显示器、键盘、鼠标、耳机等）。主要产品和服务为笔记本电脑、台式机、外设及周边。2021年6月，入选“世界品牌实验室”《中国500最具价值品牌》。,路凯林,海尔集团公司 (28.94%),山东省青岛市崂山区松岭路169号青岛国际创新园A座14楼
872351.BJ,华光源海国际物流集团股份有限公司,华光源海,湖南华光源海国际物流股份有限公司,国际物流代理服务、航运服务、国内公路物流服务。,"　　国内沿海、长江中下游干线及支流省际普通货船运输,外贸集装箱内支线班轮运输,国际海运船舶代理,国内船舶管理;普通货物运输,无船承运,道路货物运输代理,国际货运代理,打包、装卸、运输全套服务代理;货物仓储,联合运输代理服务,物流代理服务,仓储代理服务;货物检验代理服务,货物报关代理服务;供应链管理与服务;自营和代理各类商品及技术的进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",华光源海国际物流集团股份有限公司主要业务是国际物流代理服务、航运服务、国内公路物流服务。公司主要服务包括无船承运人业务、船公司订舱、签单、箱管代理等船舶代理业务和货物代理业务，包括标准集装箱、框架箱、开顶箱、散杂船、滚装船货物等运输代理业务，报关、报检、拖车、仓储代理业务，以及国内运输代理业务。公司荣全国优秀报关企业证书 、长江好船员团队、2017 货代物流创新大奖等奖项。,李卫红,李卫红 (34.18%)，刘慧 (17.41%),湖南省长沙市天心区芙蓉中路三段398号新时空1910室
872392.BJ,昆山佳合纸制品科技股份有限公司,佳合科技,昆山市佳合纸制品有限公司,纸质包装与展示产品的研发、设计、生产和销售。,　　纸制品科技领域内的技术开发；纸制品加工；包装装潢印刷品印刷；印刷产品的设计研发；塑料制品、五金制品、木制品销售；检测服务；货物及技术的进出口业务。（前述经营项目中法律、行政法规规定的前置许可经营、限制经营、禁止经营的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,昆山佳合纸制品科技股份有限公司主营业务为纸质包装与展示产品的研发、设计、生产和销售，公司的主要产品包括彩印类产品、水印类产品及纸板三大类，以彩印类、水印类产品为主，彩印类产品包括展示架、展示盒、彩箱、礼品盒、手提袋等，水印类产品主要为柔印纸箱。公司已经通过GMI认证、G7认证、ISTA实验室认证、FSC认证、ISO9001、ISO14001、ISO45001管理体系认证。,董洪江,董洪江 (28.12%)，陈玉传 (18.45%)，张毅 (17.07%)，段晓勇 (5.93%),江苏省苏州市昆山市开发区环娄路228号
873001.BJ,佛山纬达光电材料股份有限公司,纬达光电,佛山纬达光电材料有限公司,液晶显示器用偏光片和光学薄膜材料的研发、生产与销售。,　　生产经营偏光膜、光电材料、光学薄膜及光电胶粘制品，产品研发、技术服务及委托加工、销售偏光眼镜。,佛山纬达光电材料股份有限公司主营业务是液晶显示器用偏光片和光学薄膜材料的研发、生产与销售。主要产品和服务为偏光片、防雾片。,李铭全,广东省人民政府 (9.25%),广东省佛山市三水区云东海街道永业路9号之1座、3座、4座
873305.BJ,荆州九菱科技股份有限公司,九菱科技,,"粉末冶金零件及永磁材料制品的研发,生产和销售。",　　粉末冶金产品的开发、研制及生产；磁性材料、有色金属合金制品、塑料制品、机械设备、家用电器的制造。（涉及许可经营项目，应取得相关部门许可后方可经营）,荆州九菱科技股份有限公司主营业务是粉末冶金制品和磁性材料的研发、生产和销售。主要产品和服务为粉末冶金产品、磁性材料产品。,徐洪林,徐洪林 (42.37%),湖北省荆州市沙市区关沮工业园西湖路129号
688506.SH,四川百利天恒药业股份有限公司,百利天恒,,药品研发、生产与营销一体化。,　　批发：生化药品，生物制品（不含预防性生物制品），化学原料药，抗生素原料药，中成药，化学药制剂，抗生素制剂，（以上项目按许可证有效期限内经营）；纸板容器，塑料薄膜，橡胶制品，玻璃仪器及玻璃包装容器、化工原料（除危险化学品）。,四川百利天恒药业股份有限公司主营业务为药品的研发、生产及销售。公司主要产品包括：好好黄芪（黄芪颗粒）、新博柴黄（柴黄颗粒）、杜拉宝（消旋卡多曲颗粒）、新博林（利巴韦林颗粒）、奥博林（奥硝唑胶囊）、乐维静（丙泊酚注射液）、派斯欣（注射用甲磺酸帕珠沙星）等。公司获得了“四川省企业技术中心”、“高新技术企业”、“中国医药工业最具投资价值企业（非上市）”十强、“2015年中国医药研发产品线最佳工业企业”二十强等荣誉称号，2015年12月，百利药业被中国医药工业研究总院评选为“2015年中国创新力医药企业”二十强。公司经过长期的行业和市场积累，逐步建立起良好的口碑和市场影响力，组建了完善的销售团队和销售体系，营销网络遍布全国30多个省、200余个地级市，实现了对不同地域的覆盖，以及“高—中—低”多层级市场的全面渗透。,朱义,朱义 (74.34%),四川省成都市温江区成都海峡两岸科技产业园百利路161号一幢一号
301317.SZ,鑫磊压缩机股份有限公司,鑫磊股份,,节能、高效空气压缩机、鼓风机等空气动力设备的研发、生产和销售。,　　一般项目：气体压缩机械制造；气体压缩机械销售；风机、风扇制造；风机、风扇销售；渔业机械制造；渔业机械销售；制冷、空调设备制造；制冷、空调设备销售；电机制造；风动和电动工具制造；风动和电动工具销售；物料搬运装备制造；物料搬运装备销售；特种设备销售；货物进出口；技术进出口；合同能源管理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：特种设备制造（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,鑫磊压缩机股份有限公司的主营业务为节能、高效空气压缩机、鼓风机等空气动力设备的研发、生产和销售。公司的主要产品为螺杆式空气压缩机、小型活塞式空气压缩机、离心式鼓风机。公司被评为浙江省“专精特新”培育企业，全系列两级压缩螺杆机被评为浙江省重点高新技术产品，“鑫磊”品牌被评为中国驰名商标。公司产品以技术、性能和价格优势销往世界 100 多个国家和地区，与多家国内外知名企业建立了合作关系。,钟仁志,钟仁志 (49.86%)，蔡海红 (18.50%),浙江省台州市温岭市工业城
430425.BJ,成都乐创自动化技术股份有限公司,乐创技术,,工业运动控制系统产品的研发、生产和销售。,　　工业自动化产品和系统的研发、生产、销售（国家有专项规定的除外）及相关技术服务；软件开发；货物进出口、技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）（工业行业另设分支机构经营或另选经营场地经营）。,成都乐创自动化技术股份有限公司主营业务是工业运动控制系统产品研发、生产及销售。主要产品和服务为点胶控制系统、通用运动控制器、驱动器。公司已获得国家专利共69项，其中发明专利28项、实用新型专利32项、外观设计专利9项，并拥有计算机软件著作权37项。公司先后承担或参与了“新一代人工智能”、“智能交流伺服控制系统研发与应用”、“四关节码垛机器人关键技术研究及其产业化”、“基于中控多机互联多任务六轴机械手控制系统的点胶机的产业化”等四川省重大科技项目，并先后被四川省经信委认定为“四川省成长型中小企业”、被成都市知识产权局认定为“成都市知识产权优势单位”。,赵钧,赵钧 (27.33%),四川省成都市武侯区高新区科园南二路一号大一孵化园8栋B座
603173.SH,杭州福斯达深冷装备股份有限公司,福斯达,,致力于深冷技术领域，从事各类深冷技术工艺的开发及深冷装备的设计、制造和销售，为客户提供深冷系统整体解决方案。,　　生产：空气分离设备，液化天然气设备，绕管式换热器，贮槽，焦炉煤气回收利用成套装置，城市生活污水与工业废水的处理和再生利用装置，固体废弃物处理处置装置；批发、零售：空气分离设备，液化天然气设备，绕管式换热器，贮槽，焦炉煤气回收利用成套装置，环保设备，机械设备，电子产品，计算机软件及辅助设备；服务：通用机械零配件、环保产品、通用设备产品的设计及技术咨询，实业投资，压力管道安装（涉及特种设备的凭有效许可证件经营），机电工程施工大气环境与室内空气治理的技术开发，环保工程设计、施工，环保设备技术的技术服务，环保设备控制系统技术开发，汽车租赁，计算机及软件的技术开发、技术咨询、成果转让，自有房屋租赁；货物进出口（法律、法规禁止的项目除外，法律、法规限制的项目在取得许可后方可经营）；含下属分支机构经营范围。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,杭州福斯达深冷装备股份有限公司长期致力于深冷技术领域，从事各类深冷技术工艺的开发及深冷装备的设计、制造和销售，为客户提供深冷系统整体解决方案。公司主要产品为空气分离设备、液化天然气装置、绕管式换热器、化工冷箱和液体贮槽等深冷装备。公司是中国通用机械工业协会气体分离设备分会理事单位，参与制定了“浙江制造”团体标准《钢制绕管式热交换器》，并获得国家级高新技术企业、浙江省企业技术中心、省级企业研究院等资质，公司产品多次被评为国家火炬计划项目、浙江省级高新技术产品、浙江省首台套、杭州市科技进步奖、中国气体行业知名品牌产品、杭州名牌产品等。,葛浩俊,葛浩俊 (34.82%)，葛浩华 (30.37%)，葛水福 (1.25%),浙江省杭州市临平区杭州余杭经济技术开发区兴起路398号
688435.SH,上海英方软件股份有限公司,英方软件,,客户提供数据复制相关的软件、软硬件一体机及软件相关服务。,　　从事计算机软硬件及外围设备、集成电路、互联网、系统集成领域内的技术开发、技术转让、技术服务、技术咨询及其上述相关领域相关产品的销售，会展会务服务，商务信息咨询，从事货物和技术的进出口业务，电信业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,上海英方软件股份有限公司主要从事于为客户提供数据复制相关的软件、软硬件一体机及软件相关服务。公司的软件产品类别包括容灾产品系列、大数据产品系列、云灾备产品系列、备份产品系列、统一数据管理平台。公司2021年6月获得上海市知识产权局颁发的上海市专利工作试点企业称号；2021年4月获得中国软件行业协会2020年中国软件行业优秀解决方案等荣誉称号。,胡军擎,胡军擎 (32.34%)，江俊 (0.54%),上海市闵行区浦锦路2049弄15号楼
688485.SH,北京九州一轨环境科技股份有限公司,九州一轨,北京九州一轨隔振技术有限公司,专注于减振降噪相关的技术开发、产品研制、工程设计、检测评估、项目服务和轨道智慧运维与病害治理。,　　技术开发、技术咨询（中介除外）、技术转让、技术服务、技术检测；噪音污染治理；数据处理；专业承包；销售机械设备及配件、机电设备及配件、轨道交通设备、五金交电（不含电动自行车）；安装机电设备、机械设备；维修机电设备、机械设备、轨道交通设备；货物进出口、技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）、代理进出口；生产现代化减振和防震系统、钢弹簧浮置板及其配件、隔振装置；道路货物运输。（市场主体依法自主选择经营项目，开展经营活动；道路货物运输以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,北京九州一轨环境科技股份有限公司的主营业务为减振降噪相关的技术开发、产品研制、工程设计、检测评估、项目服务和轨道智慧运维与病害治理。主要产品有钢弹簧浮置道床减振系统、预制式钢弹簧浮置板、隔离式高弹性减振垫、重型调频钢轨耗能装置、声屏障、大荷载阻尼弹簧隔振器、轨道智慧运维管理信息系统以及病害治理服务。,曹卫东,,北京市丰台区育仁南路3号院1号楼6层
834950.BJ,常州迅安科技股份有限公司,迅安科技,,研发、生产和销售系列化智能个人防护装备。,　　光、机电技术的开发及服务；光学、电气及一体化产品、焊割产品、防护产品及零部件的制造、加工、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"常州迅安科技股份有限公司主营业务是研发、生产和销售系列化智能个人防护装备。主要产品和服务为电焊防护面罩及配件、电动送风过滤式呼吸器及配件。公司通过并取得了证书编号为GR202132000207的《高新技术企业证书》,于2021-2023年度享受高新技术企业研发费用加计扣除优惠。公司2021年度荣获中共江苏常州经济开发区工作委员会、江苏常州经济开发区管理委员会工业亩均效益奖。公司2021年度荣获中共江苏常州经济开发区工作委员会、江苏常州经济开发区管理委员会纳税大户铜奖。",高为人,高为人 (40.12%),江苏省常州市武进区五一路318号
839371.BJ,苏州欧福蛋业股份有限公司,欧福蛋业,,蛋液、蛋粉、白煮蛋及各类预制蛋制品的生产和销售。,　　蛋制品（干蛋类、冰蛋类、其他类），速冻蛋制品、预拌粉的生产销售；蛋壳及蛋壳粉的加工销售；从事与自产产品同类商品的批发、零售及进出口业务（凭许可证经营）；从事食用农产品（鸡蛋）的批发及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）；提供相关技术管理咨询服务，提供仓储业务的服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：食品生产；食品经营；饮料生产（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）,苏州欧福蛋业股份有限公司主营业务是蛋制品生产和销售。主要产品和服务为蛋液类、蛋粉类、煮蛋类。2021年7月公司获颁“人道农场动物关怀组织（HFAC）”动物福利认证证书。自此欧福成为中国首家获得国际认证的蛋鸡动物福利饲养和加工企业，认证范围包括欧福集团的一个农场及三个加工厂。在本次认证中，欧福每年将会向消费者提供315万枚鲜鸡蛋及相应蛋制品。2021年9月，第十届“中国食品健康七星奖”在上海揭晓，公司获得“第十届年度七星奖-健康引领特别贡献奖”这一殊荣！七星十年里，食品行业发生了翻天覆地的变化和进步，欧福蛋业始终在中国食品行业的发展以及建设健康的食品安全生态上做出贡献。2021年12月，在中国农业产业化企业协会开展的2021年度农业产业化头部企业推介活动中，公司荣获2021年度蛋品行业头部企业。2021年12月，“2021海峡两岸食品营养与健康产业高峰会”在无锡成功举办，公司选送产品荣获“最佳创意产品”奖。欧福一直致力于技术创新，从纯原料加工的蛋液、蛋粉起步，到功能改良性蛋品、预制熟食类蛋品等，产品线不断延长，以提供更适合中国消费者的产品。,Henrik Pedersen,Christian Nicholas Stadil (65.80%),江苏省苏州市吴江区汾湖高新技术产业开发区金家坝社区金贤路386号
