,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
300846.SZ,北京首都在线科技股份有限公司,首都在线,,提供IDC及云服务双轮驱动的中立云服务。,　　技术开发、技术推广、技术服务、技术咨询；计算机系统服务；数据处理；基础软件服务；应用软件服务；销售计算机、软件及辅助设备、电子产品；出租商业用房；机械设备、电子产品租赁；技术进出口、货物进出口、代理进出口；经营电信业务。（市场主体依法自主选择经营项目，开展经营活动；经营电信业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,北京首都在线科技股份有限公司的主营业务是提供IDC及云服务双轮驱动的中立云服务。公司的主要服务于游戏、电商、视频、教育、大数据等互联网细分领域及传统行业客户，为其在全球提供快速、安全、稳定的云服务及IDC服务。,曲宁,曲宁 (25.92%),北京市朝阳区紫月路18号院9号楼一层101室
300847.SZ,中船汉光科技股份有限公司,中船汉光,中船重工汉光科技股份有限公司,打印复印静电成像耗材及成像设备的研发、生产和销售。,　　一般项目：光电材料及关联产品的研发、生产、销售，有机光导鼓、墨粉、鼓粉盒及零部件的研发、生产、销售；复印机、打印机、传真机、多功能一体机及其消耗材料和零部件的研发、生产、销售；精密设备相关业务；非标设备、机电设备的研发、销售、维修、技术服务，机械零部件及模具的加工和销售；技术咨询服务；房屋租赁；货物及技术进出口业务（国家限定公司经营和禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"中船汉光科技股份有限公司主要从事打印复印静电成像耗材及成像设备的研发、生产和销售,主要产品为墨粉、OPC鼓、信息安全复印机、特种精密加工产品,其中墨粉和OPC鼓是打印机、复印机、多功能一体机的核心消耗材料。公司是国内既能大规模生产墨粉又能大规模生产OPC鼓的企业,是国内打印复印静电成像耗材主要生产厂商之一。公司最早实现OPC鼓的国产化和产业化，通过了国家“863”计划重大项目“有机光导鼓产业化关键技术及发展研究”验收，同时也是早期实现墨粉国产化的企业之一。",黄立新,国务院国有资产监督管理委员会 (41.74%),河北省邯郸市丛台区开发区世纪大街12号、和谐大街8号
300848.SZ,美瑞新材料股份有限公司,美瑞新材,山东美瑞新材料股份有限公司,聚氨酯材料（TPU、PUR、PUD等）及全生物降解类材料（PBS等）生产,　　一般项目：化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；塑料制品制造；塑料制品销售；合成材料制造（不含危险化学品）；合成材料销售；专用化学产品制造（不含危险化学品）；生物化工产品技术研发；高性能纤维及复合材料销售；3D打印基础材料销售；工程塑料及合成树脂销售；高性能密封材料销售；新型膜材料销售；高品质合成橡胶销售；工业控制计算机及系统销售；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新材料技术推广服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：检验检测服务；货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）,"美瑞新材料股份有限公司主营业务是聚氨酯材料（TPU、PUR、PUD等）及全生物降解类材料（PBS等）生产。主要产品包括通用聚酯型、特殊聚酯型、聚醚型、发泡型等多种类型的TPU产品。公司具有较强的研发创新能力,自主设计了TPU相关工艺、关键设备与生产线,对TPU关键技术拥有自主知识产权,引领了国内TPU行业技术的发展,是国内TPU领域的知名企业之一。",王仁鸿,王仁鸿 (47.54%),山东省烟台市福山区开发区长沙大街35号
300849.SZ,浙江锦盛新材料股份有限公司,锦盛新材,浙江锦盛包装有限公司,化妆品塑料包装容器的研发、生产和销售。,　　一般项目：塑料制品制造；塑料制品销售；塑料包装箱及容器制造；塑胶表面处理；电子元器件制造；家用电器制造；模具制造；模具销售；专业设计服务；金属包装容器及材料制造；金属包装容器及材料销售；普通玻璃容器制造；工程塑料及合成树脂销售；合成材料销售；专用化学产品销售（不含危险化学品）(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：食品用塑料包装容器工具制品生产；包装装潢印刷品印刷；货物进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,"浙江锦盛新材料股份有限公司主要从事化妆品塑料包装容器的研发、生产和销售，主要产品包括膏霜瓶系列产品和乳液瓶系列产品。公司在亚克力（PMMA）化妆品包装容器方面拥有丰富的产品设计、技术研发及工艺创新经验，是行业内知名的化妆品包装容器供应商。公司产品以亚克力材料为基础，涵盖PP、ABS、PETG、AS等多种材料，公司产品规格超过1,000种，为雅诗兰黛（Estée Lauder）、欧莱雅（L’ORéAL）、百雀羚（Pechoin）、丸美（MARUBI）、温碧泉（WETHERM）、卡姿兰（Carslan）、林清轩、康婷、达尔威（TST）等国内外知名化妆品企业提供高品质、多样化的化妆品塑料包装容器整体解决方案。公司主要产品为化妆品容器，应用于盛装化妆品，按照产品用途又可以分为膏霜瓶系列产品和乳液瓶系列产品。",阮荣涛,阮荣涛 (21.58%)，高丽君 (3.54%),浙江省绍兴市越城区滨海新城沥海镇渔舟路9号
300850.SZ,洛阳新强联回转支承股份有限公司,新强联,,大型回转支承和工业锻件的研发、生产和销售。,　　大型回转支承的设计、制造；精密轴承的设计、制造；盾构机零部件的设计、制造；中高频淬火，轴承滚子来料加工；锻件、铸件、法兰的销售；经营本企业自产产品的出口业务和本企业所需原辅材料、技术、设备的进口业务(国家限定公司经营的除外)。,"洛阳新强联回转支承股份有限公司主营业务为从事大型回转支承和工业锻件的研发、生产和销售。公司的主要产品包括风电主轴轴承、偏航轴承、变桨轴承,盾构机轴承及关键零部件,海工装备起重机回转支承和锻件等。公司的多项技术成果经中国机械工业联合会组织的技术成果鉴定，处于国际或国内领先水平，其中“盾构机系列主轴承研制与应用”、“2兆瓦永磁直驱式风力发电机主轴轴承的研制”分别获得中国机械工业联合会和中国机械工程学会联合颁发的“中国机械工业科学技术奖”二等奖和三等奖，填补了盾构机主轴承和直驱式风力发电机主轴轴承设计制造的国内空白。",肖争强,肖争强 (20.14%)，肖高强 (19.35%),河南省洛阳市新安县新安经济技术开发区京津路与纬四路交叉口
300851.SZ,北京交大思诺科技股份有限公司,交大思诺,,轨道交通列车运行控制系统关键设备的研发设计、组织生产、销售及技术支持。,　　技术开发、技术推广、技术咨询、技术转让、技术服务；计算机系统服务；应用软件服务；仪器仪表维修；技术检测；销售计算机、软件及辅助设备、电子产品、机械设备、通讯设备。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,"北京交大思诺科技股份有限公司的主营业务是轨道交通列车运行控制系统关键设备的研发设计、组织生产、销售及技术支持。公司主要产品包括机车信号CPU组件、应答器系统、轨道电路读取器、列车运行监控装置，均为列车运行控制系统的关键设备；基于公司轨道交通列控系统产品的突出贡献,公司共获得国家科技进步二等奖一项、中国铁道学会科技进步一等奖两项。",李伟,邱宽民 (24.04%)，徐迅 (11.83%)，赵胜凯 (6.00%)，张民 (5.09%)，赵会兵 (3.00%)，李伟 (2.79%),北京市昌平区回龙观镇立业路3号
300852.SZ,四会富仕电子科技股份有限公司,四会富仕,,印制电路板的研发、生产和销售。,　　研发、制造、销售：双面、多层、刚挠结合、金属基、高频、HDI、元件嵌入式等电路板；电路板设计；电路板表面元件贴片、封装；自动化产品的研发、生产、销售；新型材料的研发、生产、销售；国内贸易；货物的进出口、技术进出口。,"四会富仕电子科技股份有限公司的主营业务为印制电路板的研发、生产和销售，公司主要产品包括双面板、多层板、盖HDI板、厚铜板、金属基板、刚挠结合板、高频高速板等。公司是国家高新技术企业,多项成果获得科技成果鉴定及电路板相关的知识产权。根据Prismark的统计,2018年全球工业控制的PCB产值为27.68亿美元(约183.17亿元),公司2018年工业控制领域销售收入为2.17亿元,据此测算,公司工业控制领域的PCB产品收入占全球工控产值的比例1.18%。根据CPCA公布的《第十七届中国电子电路行业排行榜》,内资PCB百强企业中,公司在专业小批量板上市公司的销售收入排名仅次于崇达技术、兴森科技、明阳电路。",刘天明,刘天明 (26.62%)，温一峰 (16.77%)，黄志成 (14.17%),广东省肇庆市四会市下茆镇四会电子产业基地2号
300853.SZ,杭州申昊科技股份有限公司,申昊科技,,工业设备检测及故障诊断领域的智能机器人和智能监测及控制设备的研发、制造、推广及应用。,　　制造、加工：计算机软件、系统集成、机电设备、智能微电网相关技术产品、智能机器人和无人机巡检系统；服务：计算机软件、系统集成、机电设备、智能微电网相关技术产品、智能机器人和无人机巡检系统的技术开发、技术咨询、技术服务、成果转让，承装（修、试）电力设施；批发、零售：机电设备（除小轿车），智能微电网相关技术产品，智能机器人，无人机巡检系统，化工产品（除危险化学品及易制毒化学品）；货物及技术进出口（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,杭州申昊科技股份有限公司专业从事工业设备检测及故障诊断领域的智能机器人和智能监测及控制设备的研发、制造、推广及应用。公司产品主要用于输、变、配电设备及其工作状态的在线监测。公司先后在2019年被世界制造业大会组委会颁发授予“2019世界制造业大会企业成长之星”荣誉。,陈如申,陈如申 (21.72%)，王晓青 (10.78%),浙江省杭州市余杭区仓前街道长松街6号
300854.SZ,中兰环保科技股份有限公司,中兰环保,,固废污染防治技术研发并应用于污染防治系统构建和运营业务。,　　聚乙烯产品、环保产品、机械设备、电器设备、五金交电、仪器仪表、化工产品（不含危险化学品及一类易制毒化学品）及国内商业、物资供销业（不含专营、专控、专卖商品）的购销和租赁；膜材料、膜产品、电子产品、环境污染防治新产品和技术设计、技术开发、技术推广、技术转让、技术咨询、技术服务（不含限制项目）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；兴办实业（具体项目另行申报）。固体废物污染治理；水污染治理；大气污染治理；环境保护设施的设计、建设及运营；辐射污染治理；地质灾害治理；施工总承包；专业承包；园林绿化工程；环保工程；市政工程的设计与施工；建设工程项目管理；工程勘察设计；环境监测；工程和技术研究与试验应用；防渗系统工程设计与施工及检测、膜结构工程设计与施工、土壤修复、工业废污水处理、除臭工程；城市生活垃圾经营性清扫、收集、运输服务。（凭资质证经营，依法须经批准的项目经相关部门批准后依批准的内容开展经营活动）,中兰环保科技股份有限公司是一家专业从事固废污染防治技术研发并应用于污染防治系统构建和运营业务的高新技术企业，主要产品和服务包括污染隔离系统、生态环境修复、可再生资源利用、填埋场综合运营等。公司自2001年开始从事固废污染隔离系统业务，是国内最早从事固废污染隔离系统业务的企业之一，并成功拓展了生态环境修复、可再生资源利用、填埋场综合运营等业务领域。公司是国家级高新技术企业、“广东省固废危废污染隔离防渗系统工程技术研究中心”、“博士后创新实践基地”。,葛芳,葛芳 (23.06%)，孔熊君 (15.81%),广东省深圳市南山区蛇口南海大道1069号联合大厦三层、五层
300855.SZ,江苏图南合金股份有限公司,图南股份,,高温合金、特种不锈钢等高性能合金材料及其制品的研发、生产和销售。,　　高温合金、精密合金、镍铬材料、高电阻电热合金、高速工具钢、不锈钢、耐热钢及其制品的制造、冶炼、加工、销售，特种陶瓷产品的制造、加工、销售，自营和代理各类货物及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外），金属材料的成分分析、力学性能、金相分析、无损探伤等的检测服务、道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：有色金属合金制造；有色金属压延加工；有色金属合金销售；高性能有色金属及合金材料销售；增材制造（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,江苏图南合金股份有限公司主要从事高温合金、特种不锈钢等高性能合金材料及其制品的研发、生产和销售。公司主要产品包括铸造高温合金、变形高温合金、特种不锈钢等高性能合金材料及其制品，主要应用在包含航空发动机、燃气轮机、核电装备等军用及高端民用领域。公司掌握了高温合金材料的超纯净熔炼、近净型熔模精密铸造技术、高精度无缝管材制造等关键核心技术，经过多年发展，公司已成为国内高温合金生产企业中少数同时具备生产铸造高温合金母合金、精密铸件、变形高温合金产品的全产业链工业化生产能力的企业。,万柏方,万柏方 (27.83%)，万金宜 (5.26%),江苏省镇江市丹阳市凤林大道9号
300856.SZ,南京科思化学股份有限公司,科思股份,南京科思工贸股份有限公司,日用化学品原料的研发、生产和销售。,　　许可项目：危险化学品经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：化工产品销售（不含许可类化工产品）；日用化学产品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；货物进出口（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"南京科思化学股份有限公司主要从事日用化学品原料的研发、生产和销售。公司主要产品为阿伏苯宗(AVB)、奥克立林(OCT)、对甲氧基肉桂酸异辛酯(OMC)、原膜散酯(HMS)、水杨酸异辛酯(OS)、双-乙基己氧苯酚甲氧苯基三嗪(P-S)、铃兰醛(LLY)、合成茴脑(AT)、2-萘乙酮(β-U80)、对甲氧基苯甲醛(PMOB)、对叔丁基苯甲醛(TBB)、对甲基苯乙酮(TAP)。公司从事合成香料的研发、生产和销售已近20年,部分香料产品如2-萘乙酮、铃兰醛等在国际市场上具有较强的竞争力。公司是全球最主要的化学防晒剂制造商，也是国内少数通过美国FDA审核和欧盟化妆品原料规范(EFfCI)认证的日用化学品原料制造商之一。",周旭明,周旭明 (56.61%)，周久京 (4.87%),江苏省南京市江宁区经济技术开发区苏源大道19号九龙湖国际企业总部园C1栋10楼
300857.SZ,协创数据技术股份有限公司,协创数据,,以物联网智能终端和智能存储终端的研发、生产和销售为主要业务方向，以物联网为载体，以视觉处理和数据存储为技术核心，不断投入研发和增加核心技术投入，持续推出满足用户需求的物联网智能终端。,　　一般经营项目是：非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）；家用电器研发；家用电器制造；家用电器销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：从事物联网信息技术支持、管理、数据处理的技术服务；提供物联网智能终端、数据存储设备、智能音频、智能摄像模组、光学器件、智能照明、汽车电子、自动化控制、移动通讯及网络产品的技术开发、生产、销售及批发、进出口和相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）；货物及技术进出口（不含分销、国家专营、专控商品）；机械设备租赁（不配备操作人员的机械设备租赁，不包括金融租赁活动）；从事计算机软硬件的研发、生产、销售及相关技术服务；计算机及其辅助设备出租；因特网接入服务业务，信息服务业务；国内因特网虚拟专用业务、因特网数据中心业务、数据处理业务；通讯网络工程施工、设备安装、网络维护。（以上项目不涉及外商投资准入特别管理措施）,协创数据技术股份有限公司主营业务是以物联网智能终端和智能存储终端的研发、生产和销售为主要业务方向，以物联网为载体，以视觉处理和数据存储为技术核心，不断投入研发和增加核心技术投入，持续推出满足用户需求的物联网智能终端。公司的主要产品为包括物联网智能终端：智能摄像机、智能门铃、太阳能电池摄像机、宠物摄像机、小孩看护摄像机、智能音箱；车联网智能终端：智能后视镜、行车记录仪等；智能穿戴类终端：智能手表、智能手环；智慧清洁类：扫地机、拖地机、车载吸尘器；智能教育类终端：点读笔、翻译宝、智能台灯；云游终端：云游戏手柄、投影仪以及智能存储设备：机械硬盘、固态硬盘和NAS存储器等。公司作为高新技术企业，十分重视对于新技术、新产品、新工艺的研发，能够很好的整合行业技术资源进行高技术产品研发创新，拥有较强的技术创新能力，获得过“安徽省智能硬件示范企业”、“最具成长潜力奖”、“安徽省企业技术中心”、“安徽制造业百强企业”、“安徽省专精特新中小企业”等荣誉，为募投项目在产品创新研发上提供一个有力的技术储备。,耿四化,耿四化 (26.59%),广东省深圳市福田区深南大道耀华创建大厦1座12层1209号房
300858.SZ,北京科拓恒通生物技术股份有限公司,科拓生物,,复配食品添加剂、食用益生菌制品以及动植物微生态制剂研发、生产与销售。,　　一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；食品添加剂销售；机械设备销售；货物进出口；技术进出口；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；化妆品零售；互联网销售（除销售需要许可的商品）；卫生用品和一次性使用医疗用品销售；个人卫生用品销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：食品添加剂生产；食品生产；饮料生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,北京科拓恒通生物技术股份有限公司的主营业务是从事复配食品添加剂、食用益生菌制品以及动植物微生态制剂研发、生产与销售。公司的主要产品分为食用益生菌原料菌粉、即食型复合益生菌固体饮料、发酵剂、生物保鲜剂、KY系列、MD系列、B系列、FL系列、FM系列、A系列、动物微生态制剂、植物微生态制剂。,刘晓军,孙天松 (26.33%),北京市怀柔区雁栖经济开发区牤牛河路31号院1号-2
300859.SZ,西域旅游开发股份有限公司,西域旅游,,旅游资源的开发经营，通过对景区景点的开发，为游客提供旅游服务。,　　一般项目：客运索道经营；游览景区管理；非居住房地产租赁；农副产品销售；针纺织品销售；日用百货销售；机动车修理和维护；工艺美术品及礼仪用品销售（象牙及其制品除外）；数字内容制作服务（不含出版发行）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：餐饮服务；道路旅客运输经营；小食杂；城市公共交通。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,西域旅游开发股份有限公司的主营业务是为游客提供旅游服务。公司的主要产品及服务包括旅游运输、索道运输、游船、温泉旅游、旅行社。,朱生春,阜康市财政局 (38.25%),新疆维吾尔自治区昌吉回族自治州阜康市准噶尔路229号
300860.SZ,锋尚文化集团股份有限公司,锋尚文化,北京锋尚文化传媒集团股份有限公司,以创意设计为核心，业务范围涵盖大型文化演艺活动、文化旅游演艺、景观艺术照明及演绎等多个领域的创意、设计及制作服务。,　　一般项目：组织文化艺术交流活动；工程管理服务；礼仪服务；日用品销售；工艺美术品及收藏品零售（象牙及其制品除外）；广播影视设备销售；票务代理服务；电影摄制服务；专业设计服务；文艺创作；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；娱乐性展览；会议及展览服务；对外承包工程；电气设备销售；文化用品设备出租；平面设计；广告发布；摄像及视频制作服务；摄影扩印服务；市场调查（不含涉外调查）；影视美术道具置景服务；日用百货销售；物业管理；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：营业性演出；演出经纪；建设工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,锋尚文化集团股份有限公司以创意设计为核心，业务范围涵盖大型文化演艺活动、文化旅游演艺、景观艺术照明及演绎等多个领域的创意、设计及制作服务。公司的主要产品及服务为大型文化演艺活动创意、设计及制作服务、文化旅游演艺创意、设计及制作服务、景观艺术照明及演绎创意、设计及制作服务。公司荣获庆祝中华人民共和国成立70周年联欢活动荣誉证书、亚洲文化嘉年华荣誉证书、第二届全国青年运动会开闭幕式荣誉证书等诸多荣誉。,沙晓岚,沙晓岚 (49.04%)，王芳韵 (12.97%),北京市东城区青龙胡同一号歌华大厦A座16层
300861.SZ,杨凌美畅新材料股份有限公司,美畅股份,杨凌美畅新材料有限公司,电镀金刚石线的研发、生产及销售。,　　一般项目：金刚石工具及相关产业链中的材料和制品的研发、生产、销售；货物及技术的进出口业务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,杨凌美畅新材料股份有限公司的主营业务是从事电镀金刚石线的研发、生产及销售；公司的主要产品是电镀金刚石线。公司是目前国内生产规模、市场份额领先的金刚石线生产企业。,吴英,吴英 (49.60%),陕西省咸阳市杨陵区杨凌示范区渭惠路东段富海工业园
300862.SZ,安徽蓝盾光电子股份有限公司,蓝盾光电,,高端分析测量仪器制造、软件开发、系统集成及工程、运维服务、数据服务和军工雷达部件的生产。,　　精密仪器及设备、雷达用装备及零配件、警用电子设备、检测设备、交通电子产品及交通管理系统、软件产品及环境与交通监控系统集成项目、电源、变压器及电子元器件生产、制造、设施运营、维护、销售、技术开发、技术转让及技术服务，建筑安装及施工，汽车销售，电子与智能化工程专业承包，安全技术防范工程设计施工一体化，经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零部件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,安徽蓝盾光电子股份有限公司是一家高新技术军工上市公司。公司致力于高端分析测量仪器研制、软件开发、系统集成、数据运维服务和军工雷达部件的生产，产品和服务主要应用于环境监测、交通管理、气象观测和军工雷达等领域。公司的主要产品有空气质量监测系列、烟气污染源监测系列、颗粒物监测系列、激光雷达系列、FTIR系列产品、TDLAS系列、水质在线监测系列产品、大气环境综合立体走航监测系统。公司是国家高新技术企业、国家创新型企业、国家技术创新示范企业、国家规划布局内重点软件企业、国家专精特新“小巨人”企业、全国五一劳动奖状单位、国家知识产权示范企业；拥有电子与智能化工程专业承包一级资质、公路交通工程二级资质、安徽省安全技术防范一级等资质；公司与华为技术有限公司签订了战略合作协议，共建智慧视觉联合创新实验室，针对全息路口信号优化方案等交通智能化管理开展全方位合作；公司先后获得多项国家级、省级科技奖励，其中国家科技进步二等奖4项，中国气象学会气象科学技术进步成果一等奖1项，安徽省科学技术一等奖6项，安徽省科学技术二等奖1项。,王建强,袁永刚 (24.02%)，王文娟 (0.02%),安徽省铜陵市铜官区石城路电子工业区
300863.SZ,宁波卡倍亿电气技术股份有限公司,卡倍亿,,汽车线缆的研发、生产和销售。,　　汽车电气系统的研发；传感器、电子元器件、汽车部件、电线、电缆的研发、生产和销售；自营和代理货物与技术的进出口，但国家限定公司经营或禁止的进出口货物与技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,宁波卡倍亿电气技术股份有限公司的主营业务为汽车线缆的研发、生产和销售。公司主要产品为普通线缆、新能源线缆、数据线缆。,林光耀,林光耀 (38.25%)，林光成 (9.27%)，林强 (6.42%),浙江省宁波市宁海县桥头胡街道汶溪周工业区
300864.SZ,南京大学环境规划设计研究院集团股份公司,南大环境,南京大学环境规划设计研究院股份公司,为政府客户和企业客户提供高效、科学、整体的环境解决方案。,　　环境保护与生态修复技术研发、工程设计与咨询、工程总承包与运营；企业管理与咨询；环保设备生产和销售；环境影响评价；环境监理；环境检测；环境规划与设计；环境政策咨询及培训；水利规划、设计与咨询；安全管理咨询与技术服务；环境损害鉴定与评估；危害特性鉴别。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：信息技术咨询服务；信息系统集成服务；信息系统运行维护服务；软件开发；大数据服务；智能仪器仪表销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,南京大学环境规划设计研究院集团股份公司的主营业务是为政府客户和企业客户提供高效、科学、整体的环境解决方案；公司的主要服务包括环境调查与鉴定、建设项目环评、环境研究与规划、环境工程承包、环境工程设计与监理以及环境污染第三方治理等。公司专业从事环境服务业务，经过多年积累，公司核心技术较为突出。设立以来，公司及核心技术团队相继获得江苏省科学技术一等奖、国家科技进步二等奖等荣誉。,陆朝阳,南京大学 (30.00%),江苏省南京市鼓楼区金银街16号科学楼9楼
300865.SZ,成都大宏立机器股份有限公司,大宏立,,为客户提供破碎、筛分、输送的设计、制造、安装、运营和服务一体化的整体解决方案；为客户提供绿色环保智能破碎工厂；通过利用成熟的工业控制技术、企业信息管理技术等相互融合，为客户打造生产自动化、管理智能化、信息透明化的绿色材料科技园。,　　制造、销售：矿山机器设备、建筑机械设备、起重运输设备、环保设备；翻砂铸造及零配件加工、销售；设计、制造、销售、安装：润滑系统及设备、液压机械设备、液压元件、液压成套控制系统设备，机械模具、高低压电力部件、高低压电力成套设备电器及电站辅机、电器成套设备、高低压成套开关和控制设备、自动化及智能化装备、机械电子设备、机电工程设备、光电产品；矿山设备有关的设备安装调试和技术服务：环保工程、钢结构工程设计、施工、安装；建筑工程、矿山工程设计，施工、安装；建筑工程，矿山工程设计、施工、安装、机护；建筑工程、矿山工程施工总承包；建筑劳务分包；自营和代理各类商品和技术的进出门业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,成都大宏立机器股份有限公司的主营业务为客户提供破碎、筛分、输送的设计、制造、安装、运营和服务一体化的整体解决方案；为客户提供绿色环保智能破碎工厂；通过利用成熟的工业控制技术、企业信息管理技术等相互融合，为客户打造生产自动化、管理智能化、信息透明化的绿色材料科技园。公司是中国砂石协会副会长单位，中国重型机械工业协会、中国冶金矿山企业等协会会员单位，公司被认定为国家高新技术企业、公司研发中心被认定为省级企业技术中心；公司被四川省机械工业联合会评为“四川机械工业50强”、被中国建筑材料企业管理协会评为“中国建材服务业100强”。,甘德宏,甘德宏 (44.73%)，张文秀 (23.23%),四川省成都市武侯区益州大道北段777号中航国际交流中心B栋24楼
300866.SZ,安克创新科技股份有限公司,安克创新,湖南海翼电子商务股份有限公司,自有品牌的移动设备周边产品、智能硬件产品等消费电子产品的自主研发、设计和销售。,　　电子产品、电源设备、智能化技术、通讯产品、影像设备、人脸识别系统、积分管理软件、智能机器的研发；基础软件、支撑软件、应用软件、地理信息软件的开发；电子产品及配件、智能机器的销售；软件技术转让；软件技术服务；电子商务平台的开发建设；计算机网络平台的开发及建设；软件开发系统集成服务；贸易咨询服务；信息技术咨询服务；电子产品设计服务；电子技术服务；电子产品生产(限分支机构)；智能机器生产(限分支机构)；家用清洁卫生电器具制造(限分支机构)；家用电器零售；投资管理服务(不得从事吸收存款、集资收款、受托贷款、发放贷款等国家金融监管及财政信用业务)；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动，未经批准不得从事P2P网贷、股权众筹、互联网保险、资管及跨界从事金融、第三方支付、虚拟货币交易、ICO、非法外汇等互联网金融业务),安克创新科技股份有限公司主营业务是自有品牌的移动设备周边产品、智能硬件产品等消费电子产品的自主研发、设计和销售。公司的主要产品为移动电源系列部分产品、USB充电器系列部分产品、充电线材系列部分产品、无线耳机系列部分产品、无线音箱系列部分产品、智能创新类产品。公司荣获人工智能重点企业、2019 年度国家知识产权优势企业等荣誉。,阳萌,阳萌 (44.17%)，贺丽 (4.00%),湖南省长沙市岳麓区高新开发区尖山路39号长沙中电软件园有限公司一期七栋7楼701室
300867.SZ,圣元环保股份有限公司,圣元环保,,城镇固液废专业化处理。,　　一般项目：固体废物治理；水污染治理；技术推广服务；污水处理及其再生利用；环境保护专用设备销售；环境监测专用仪器仪表销售；专用化学产品销售（不含危险化学品）；化工产品销售（不含许可类化工产品）；金属材料销售；电线、电缆经营；五金产品零售；五金产品批发；机械零件、零部件销售；电气机械设备销售；阀门和旋塞销售；润滑油销售；保温材料销售；配电开关控制设备销售；风机、风扇销售；泵及真空设备销售；特种劳动防护用品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：发电、输电、供电业务；城市生活垃圾经营性服务；成品油零售（不含危险化学品）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,圣元环保股份有限公司主营业务为经营城镇固液废专业化处理，主要包括生活垃圾焚烧发电和生活污水处理等。主要产品是污水处理、垃圾焚烧（含售电）、PPP 项目建设。公司主要通过取得特许经营权的方式负责生活垃圾焚烧发电厂和生活污水处理厂的投资建设、运营管理及维护。凭借成熟先进的业务技术和安全稳健的项目运营管理，公司先后获得了重点环境保护实用技术示范工程、中国固废行业最具社会责任投资运营企业、环保优秀品牌企业等多项荣誉。,朱煜煊,朱恒冰 (25.00%)，朱煜煊 (13.02%),福建省泉州市丰泽区宝洲路宝洲污水处理厂
