,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
601339.SH,百隆东方股份有限公司,百隆东方,,色纺纱的研发、生产和销售。,　　工程用特种纺织品、纺织品、纺织服装、工艺玩具、体育用品生产；棉、麻种植；普通货物仓储；自营和代理各类商品和技术的进出口。,百隆东方股份有限公司是一家以色纺纱的研发、生产和销售为主要业务的企业。其产品包括纯棉色纺纱、混纺色纺纱等。公司自创立之初坚持走品牌路线，“BROS”高端色纺纱是百隆在国内业界最早推出的自主品牌，并率先将专利产品规模化，从而成为行业产品市场价格的风向标。公司自2008年起被连续评定为高新技术企业；2020年底获评国家制造业单项冠军示范企业。本报告期内，公司获评中国棉纺织行业“十三五”高质量发展领军企业等称号。,杨卫新,杨卫新 (47.97%)，杨卫国 (21.44%),浙江省宁波市鄞州区甬江大道188号宁波财富中心8楼
601360.SH,三六零安全科技股份有限公司,三六零,江南嘉捷电梯股份有限公司,互联网安全技术的研发和网络安全产品的设计、开发、运营。,　　一般项目：互联网安全服务；互联网设备销售；互联网数据服务；工业互联网数据服务；广告设计、代理；软件开发；信息咨询服务（不含许可类信息咨询服务）；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；广告制作；广告发布（非广播电台、电视台、报刊出版单位）；会议及展览服务；非居住房地产租赁；自有资金投资的资产管理服务；以自有资金从事投资活动；大数据服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：互联网信息服务；第一类增值电信业务；基础电信业务；第二类增值电信业务；网络文化经营；技术进出口；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,"三六零安全科技股份有限公司主要从事互联网安全技术的研发和网络安全产品的设计、开发、运营，依旗下拥有360安全卫士,360手机卫士,360安全浏览器等知名安全产品及应用。公司在中国互联网协会、工信部联合发布的2020年中国互联网企业百强榜单中，三六零位列第十一，是其中排名最高的A股上市公司和安全公司。报告期内，公司斩获包括“2020中国数字政府领军企业奖”“2020中国数字政府技术创新奖”“2020中国数字政府优秀服务商”“2020中国数字政府优秀解决方案奖”等众多奖项；被中国网络安全产业联盟授予“2021年中国网安产业竞争力50强称号”；获得了国家信息安全漏洞库(CNNVD)颁发的“2020年度优秀技术支撑单位”“漏洞报送专项奖”和“漏洞预警报送专项奖”三项大奖。",周鸿祎,周鸿祎 (13.26%),北京市朝阳区酒仙桥路6号院2号楼A座
601366.SH,利群商业集团股份有限公司,利群股份,青岛利群百货集团股份有限公司,百货、超市及电器全品类经营的零售连锁和品牌代理及商业物流配送。,　　一般项目：日用百货销售；软件开发；软件销售；货物进出口；技术进出口；进出口代理；国内贸易代理；商业综合体管理服务；酒店管理；自有资金投资的资产管理服务；以自有资金从事投资活动；企业管理；物业管理；住房租赁；非居住房地产租赁；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；企业管理咨询；信息技术咨询服务；社会经济咨询服务；停车场服务；计算机及办公设备维修；食品销售（仅销售预包装食品）；初级农产品收购；农副产品销售；保健食品（预包装）销售；婴幼儿配方乳粉及其他婴幼儿配方食品销售；食用农产品初加工；食用农产品批发；第一类医疗器械销售；第二类医疗器械销售；医护人员防护用品零售；医护人员防护用品批发；低温仓储（不含危险化学品等需许可审批的项目）；普通货物仓储服务（不含危险化学品等需许可审批的项目）；广告制作；广告发布；体育健康服务；健身休闲活动；柜台、摊位出租；互联网销售（除销售需要许可的商品）；鲜肉零售；鲜肉批发；新鲜水果零售；新鲜水果批发；新鲜蔬菜零售；新鲜蔬菜批发；水产品零售；水产品批发；服装服饰零售；服装服饰批发；鞋帽零售；鞋帽批发；化妆品零售；化妆品批发；五金产品零售；五金产品批发；日用品销售；日用品批发；珠宝首饰零售；珠宝首饰批发；珠宝首饰回收修理服务；宠物食品及用品零售；宠物食品及用品批发；体育用品及器材零售；体育用品及器材批发；汽车零配件零售；汽车零配件批发；食品用洗涤剂销售；办公用品销售；家居用品销售；照相机及器材销售；劳动保护用品销售；消毒剂销售（不含危险化学品）；通讯设备销售；通讯设备修理；单用途商业预付卡代理销售；家用电器销售；家用电器零配件销售；日用电器修理；建筑材料销售；建筑装饰材料销售；金银制品销售；汽车装饰用品销售；电子产品销售；安防设备销售；摄影扩印服务；针纺织品及原料销售；光缆销售；户外用品销售；工程管理服务；洗染服务；机动车修理和维护；专业保洁、清洗、消毒服务；家政服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：互联网信息服务；食品销售；食品生产；生鲜乳收购；药品零售；药品批发；出版物零售；房地产开发经营；餐饮服务；住宿服务；建设工程施工；住宅室内装饰装修；烟草制品零售；电子烟零售；烟草专卖品进出口；道路货物运输（不含危险货物）；歌舞娱乐活动；理发服务；洗浴服务；第二类增值电信业务；电影放映；呼叫中心；巡游出租汽车经营服务；人防工程防护设备安装；网络文化经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,利群商业集团股份有限公司主营业务是以以百货、超市及电器全品类经营的零售连锁和品牌代理及商业物流配送。主要产品包括零售连锁及ToC端网商平台、品牌代理及ToB端采购平台、智慧化仓储物流中心、生鲜食品生产及加工。公司已经成为山东半岛乃至华东区域具备较强影响力并受消费者欢迎的知名零售品牌，利群品牌的知名度、美誉度和消费者忠诚度带动了公司的持续发展。2021年度，公司先后荣获2020年度青岛市社会责任示范企业、山东知名品牌、青岛市诚信企业等荣誉称号。,徐恭藻,徐恭藻 (9.21%)，徐瑞泽 (5.19%)，赵钦霞 (3.50%),山东省青岛市崂山区海尔路83号
601368.SH,广西绿城水务股份有限公司,绿城水务,,自来水生产供应及污水处理业务。,"　　自来水的生产和销售，给排水设施的建设及运营；生活污水处理；给排水电气自动化和信息的技术咨询，技术开发，技术转让，技术培训，技术服务；水质检测(仅供监测站使用),管道听漏，检漏，修漏。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)","广西绿城水务股份有限公司是一家主要从事自来水生产供应及污水处理业务,供排水设施的投资建设(不包括雨水排放设施)、运营管理及维护的企业。公司业务涉及的水务产品及服务主要为向用户提供自来水和污水处理服务。公司通过多年的发展，积累了丰富的水务运营及工程设施建设的经验，生产能力与规模居广西行业首位，供水和污水处理业务在南宁市占有绝对市场地位。",黄东海,南宁市人民政府国有资产监督管理委员会 (51.00%),广西壮族自治区南宁市青秀区桂雅路13号
601369.SH,西安陕鼓动力股份有限公司,陕鼓动力,,透平压缩机组、工业流程能量回收装置和透平鼓风机组等各种透平机械及系统的开发、制造、成套销售和服务。,　　分布式能源一体化工程、建筑工程、市政工程、石油化工工程、环保工程、电力工程、冶金工程、机电安装工程、新能源工程的设计、工程施工总承包及售后服务；对外承包工程设计、工程施工总承包及售后服务；能源互联一体化成套设备、大型压缩机、鼓风机、通风机、智能化设备、自动化装备、汽轮机、燃气轮机及各种透平机械的开发、制造、销售、维修服务、技术咨询、技术服务、技术转让、技术培训；润滑油销售及服务；各种通用（透平）机械设计、成套安装、调试；货物和技术的进出口经营（国家禁止和限制的货物、技术除外）；计算机软件的开发、销售及服务；节能项目诊断评估、能效分析、设计、改造、运营、服务；节能机电产品采购、集成制造、销售及安装；能量转换系统及节能环保工程设计及技术咨询。1级锅炉安装、改造、维修；GB2(2)、GC2压力管道安装、改造、维修。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,西安陕鼓动力股份有限公司主营业务是透平压缩机组、工业流程能量回收装置和透平鼓风机组等各种透平机械及系统的开发、制造、成套销售和服务。主要产品是轴流压缩机、离心压缩机、能量回收透平装置、硝酸四合一机组、空分机组、汽轮机等均属高效节能环保产品。,李宏安,西安市人民政府国有资产监督管理委员会 (61.15%),陕西省西安市雁塔区高新区沣惠南路8号
601375.SH,中原证券股份有限公司,中原证券,,证券经纪业务、信用业务、期货业务、投资银行业务、投资管理业务、自营交易业务和境外业务。,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；证券投资基金代销；为期货公司提供中间介绍业务；融资融券业务；代销金融产品业务（以上范围凡需审批的，未获审批前不得经营）,"中原证券股份有限公司主营业务包括证券经纪业务、信用业务、期货业务、投资银行业务、投资管理业务、自营交易业务和境外业务。主要产品有证券经纪业务、自营业务、投资银行业务、信用业务、投资管理业务、期货业务、境外业务、其他。公司是河南省内注册的唯一一家法人证券公司,经过十余年的发展,已发展为具有独特区域优势的综合性证券公司。公司目前是国内12家A+H上市券商之一,上市以来各项业务保持良好的发展势头。",鲁智礼,河南省财政厅 (17.73%),河南省郑州市金水区郑东新区商务外环路10号
601377.SH,兴业证券股份有限公司,兴业证券,,财富管理业务、机构服务业务、自营投资业务、海外业务。,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；融资融券；证券投资基金代销；代销金融产品；证券投资基金托管业务；为期货公司提供中间介绍业务；互联网信息服务不含新闻、出版、教育、医疗保健、药品和医疗器械等内容及电子公告服务；证券资产管理；商品期货经纪、金融期货经纪；基金募集、基金销售、资产管理、特定客户资产管理业务；私募投资基金业务；物业管理服务；借贷业务；企业管理咨询、商务信息咨询、市场信息咨询与调查业务；金融产品投资、股权投资、项目投资、投资管理；投资咨询等。(依法须经批准的项目，经相关部门批准后方可开展经营活动）。,兴业证券股份有限公司所从事的主要业务分为四大板块，分别是财富管理业务、机构服务业务、自营投资业务、海外业务。公司研究实力保持行业前列，机构服务能力突出，获得机构投资者广泛认可，席位收入保持较高的市场份额，并在业内多项评选中屡创佳绩。,杨华辉,福建省财政厅 (20.44%),福建省福州市鼓楼区湖东路268号
601388.SH,怡球金属资源再生(中国)股份有限公司,怡球资源,,利用所回收的各种废旧铝资源，进行分选、加工、熔炼等工序，生产出再生铝合金产品。,　　生产、加工新型合金材料和各类新型有色金属材料、黑色金属材料及其制品、环保机械设备、熔炼设备、分选设备，销售公司自产产品；从事与本企业生产的同类商品及矿产品的进出口、批发业务（不含铁矿石、氧化铝、铝土矿；不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。,怡球金属资源再生(中国)股份有限公司主要业务包括铝合金锭业务、废料贸易业务。公司主要产品为铝合金(再生铝)和金属废料。公司是中国铝资源再生领域的龙头企业之一，生产和节能技术水平领先，是我国循环经济产业的典型企业，是工业和信息化部、财政部、科学技术部联合确定的资源节约型、环境友好型企业（即“两型”企业）创建工作的第一批试点企业，是国内仅有的少数几家铝合金锭产品在伦敦金属交易所（LME）注册并能实际交割销售的生产企业之一，产品质量符合国际市场的标准。,刘凯珉,黄崇胜 (34.28%),江苏省苏州市太仓市沪太新路388号
601390.SH,中国中铁股份有限公司,中国中铁,,基建建设、勘察设计与咨询服务、工程设备和零部件制造、房地产开发以及其他业务。,　　土木工程建筑和线路、管道、设备安装的总承包；上述项目勘测、设计、施工、建设监理、技术咨询、技术开发、技术转让、技术服务的分项承包；土木工程专用机械设备、器材、构件、钢梁、钢结构、建筑材料的研制、生产、销售、租赁；在新建铁路线正式验收交付运营前的临时性客、货运输业务及相关服务；承包本行业的国外工程，境内外资工程；房地产开发、经营，资源开发，物贸物流；进出口业务；经营对销贸易和转口贸易；汽车销售；电子产品及通信信号设备、交电、建筑五金、水暖器材、日用百货的销售,"中国中铁股份有限公司主营业务为基建建设、勘察设计与咨询服务、工程设备和零部件制造、房地产开发以及其他业务。公司是全球最大的多功能综合型建设集团之一,能够为客户提供全套工程和工业产品及相关服务。公司在基础设施建设、勘察设计与咨询服务、工程设备与零部件制造等领域处于行业领先地位,并延伸产业链条,扩展增值服务,开展了房地产开发、物资贸易、基础设施投资运营、矿产资源开发及金融等相关多元业务。逐步形成了公司纵向“建筑业一体化”、横向“主业突出、相关多元”的产品产业布局。",陈云,国务院国有资产监督管理委员会 (42.26%),北京市海淀区复兴路69号中国中铁广场A座
601398.SH,中国工商银行股份有限公司,工商银行,,从事公司和个人金融业务、资金业务、投资银行业务，并提供资产管理、信托、金融租赁及其他金融服务。,　　办理人民币存款、贷款；同业拆借业务；国内外结算；办理票据承兑、贴现、转贴现；各类汇兑业务；代理资金清算；提供信用证服务及担保；代理销售业务；代理发行、代理承销、代理兑付政府债券；代收代付业务；代理证券资金清算业务（银证转账）；保险兼业代理业务（有效期至2018年08月27日）；代理政策性银行、外国政府和国际金融机构贷款业务；保管箱服务；发行金融债券；买卖政府债券、金融债券；证券投资基金、企业年金托管业务；企业年金受托管理服务、年金账户管理服务；开放式基金的注册登记、认购、申购和赎回业务；资信调查、咨询、见证业务；贷款承诺；企业、个人财务顾问服务；组织或参加银团贷款；外汇存款；外汇贷款；外币兑换；出口托收及进口代收；外汇票据承兑和贴现；外汇借款；外汇担保；发行、代理发行、买卖或代理买卖股票以外的外币有价证券；自营、代客外汇买卖；外汇金融衍生业务；银行卡业务；电话银行、网上银行、手机银行业务；办理结汇、售汇业务；经国务院银行业监督管理机构批准的其他业务。,"中国工商银行股份有限公司是一家主要从事公司和个人金融业务、资金业务、投资银行业务,并提供资产管理、信托、金融租赁及其他金融服务的商业银行,是目前中国最大的商业银行,本外币合计存贷款市场份额均占据国内25%左右.公司是目前全球市值最大、客户存款第一和盈利最多的银行.截至2007年末,本行总市值升至3389亿美元,成为全球市值最大的上市银行.公司在支持经济社会发展、保护环境和资源、支持社会公益活动等方面积极活动,荣获""最佳履行社会责任银行奖""、""中国最佳企业公民""等大奖。报告期内，本行公司治理水平和治理能力持续提升，荣获香港上市公司商会“2019年香港公司管治卓越奖”。",陈四清,,北京市西城区复兴门内大街55号
601399.SH,国机重型装备集团股份有限公司,国机重装,二重集团(德阳)重型装备股份有限公司,大型冶金成套装备、重型石化容器、能源发电设备等重大技术装备的研发、设计与制造，国内外冶金、矿山、港口、交通基础设施、能源、水务、环保等工程的设计和总承包，以及带资运营、进出口贸易等业务。,　　通机械及成套设备，金属制品设计，制造，安装，修理；金属冶炼加工；计算机软硬件产品开发，销售；承包国内工程项目；承包国外工程项目；对外派遣境外工程所需的劳务人员；多媒体数字软硬件产品开发，销售；技术咨询服务；金属材料销售；计算机系统集成；计算机网络设计，安装，调试；氧，氮，氩气体产品生产，销售；工程勘察设计；进出口贸易；管道安装(必须取得相关行政许可证后，方可开展生产经营活动)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,国机重型装备集团股份有限公司主要业务包括大型铸锻件、大型冶金成套装备、重型石化容器、能源发电设备等重大技术装备的研发、设计与制造，国内外冶金、矿山、港口、交通基础设施、能源、水务、环保等工程的设计和总承包，以及带资运营、进出口贸易、工程服务等。公司是国内最大的重型机械制造、重大技术装备国产化基地之一，主要服务于国民经济的基础产业，为冶金、电力、石化等行业提供重大技术装备和重型铸锻钢产品。公司的优势产品包括大型热连轧机、中厚板轧机、大型电站铸锻件、大型轴类产品和齿轮传动设备，其中中厚板轧机、热连轧机、大型电站铸锻件具有行业领先优势，在国内市场具有较高的市场占有率。,韩晓军,国务院国有资产监督管理委员会 (56.35%),四川省德阳市旌阳区珠江东路99号
601456.SH,国联证券股份有限公司,国联证券,国联证券有限责任公司,经纪及财富管理业务、投资银行业务、资产管理及投资业务、信用交易业务及证券投资业务。,　　许可项目：证券业务；证券投资咨询；公募证券投资基金销售；债券市场业务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：证券财务顾问服务；证券公司为期货公司提供中间介绍业务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"国联证券股份有限公司的主营业务为经纪及财富管理业务、投资银行业务、资产管理及投资业务、信用交易业务及证券投资业务。同时,公司通过控股子公司华英证券和国联通宝分别从事投资银行业务(不含新三板业务)和直接投资业务。公司的主要产品或服务为证券经纪业务、投资银行业务、资产管理业务 、新三板业务、证券自营业务、信用交易业务 、直接投资业务、研究业务。",葛小波,无锡市人民政府国有资产监督管理委员会 (46.87%),江苏省无锡市滨湖区金融一街8号
601500.SH,江苏通用科技股份有限公司,通用股份,,轮胎产品的研发、生产和销售。,　　轮胎的技术开发、技术咨询；橡胶制品、车辆内外胎及气门咀的制造、销售；帘子布、子扣布的制造、加工与销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,江苏通用科技股份有限公司的主营业务为轮胎产品的研发、生产和销售。公司的主要产品为全钢子午胎、半钢子午胎和斜交轮胎，其中全钢子午胎产品根据使用用途包括短途工矿型轮胎、中短途承载型轮胎、中长途公路运输型轮胎、轻卡型轮胎等。半钢子午胎产品根据使用用途包括PCR(家用轿车轮胎)、SUV(城市越野轮胎)、AT/MT(越野轮胎)、LT(商用载重胎)等。,顾萃,周海江 (17.66%)，周耀庭 (16.06%)，顾萃 (1.38%)，周海燕 (0.81%)，刘连红 (0.62%),江苏省无锡市锡山区东港镇港下
601512.SH,中新苏州工业园区开发集团股份有限公司,中新集团,,园区开发运营。,　　进行土地一级开发与经营、工业厂房及科研载体的开发与运营、物业管理、项目管理、酒店的经营管理、咨询服务、产业与基础设施开发；投资、举办企业；国家允许进行的其他业务活动；房地产开发与经营（不含除长租公寓以外的住宅）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,中新苏州工业园区开发集团股份有限公司的主营业务为园区开发运营。主要产品有土地开发-苏滁现代产业园、房产销售。公司的园区的开发取得了举世瞩目的成就，苏州工业园区成为国内发展速度最快、建设水准最高、竞争力最强的开发区之一，在商务部国家级经济技术开发区综合发展水平考核中实现四连冠。,赵志松,苏州工业园区国有资本投资运营控股有限公司 (13.25%),江苏省苏州市姑苏区工业园区月亮湾路15号中新大厦48楼
601515.SH,汕头东风印刷股份有限公司,东风股份,,新能源新型材料、I类药包材、印刷包装等产品的研发、设计、生产与销售。,　　包装装璜印刷品印刷（印刷经营许可证有效期限至2025年12月31日）；加工、制造：印刷油墨、醇溶凹印油墨（危险化学品安全生产许可证有效期至2024年8月24日）；五金交电普通机械、针纺织品、工艺美术品、陶瓷制品的转口贸易、仓储（不含危化品，涉及行业许可证管理的，按国家有关规定办理）：纸及纸制品的批发及零售（不设店铺，涉及行业许可管理的按国家规定办理）；塑料制品、防伪电化铝、防伪标识的研发、生产及销售：货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）：包装印刷以及相关设备的设计、研发、开发、销售、技术成果转让；供应链管理；新材料技术推广；药品包装用材料及容器、药用辅料、医疗器械的生产、研发和销售；电子雾化设备的生产、研发和销售；植物提取物、香精、香料的生产、研发和销售。,"汕头东风印刷股份有限公司主营业务是新能源新型材料、I类药包材、印刷包装等产品的研发、设计、生产与销售。其公司的主要产品为烟标、医药包装、纸品、基膜等。公司致力于为客户提供全方位、多环节的整体配套服务,经过多年来的积累以及积极打造品牌价值,公司在国内烟标印刷包装市场拥有高知名度和认可度,并以行业领先的技术实力及优质的服务水平在行业内树立了品牌优势。",黄晓佳,黄晓佳 (24.54%)，黄晓鹏 (23.39%)，黄炳文 (0.47%),广东省汕头市金平区潮汕路金园工业城北郊工业区(二围工业区)、4A2-2片区、2M4片区、13-02片区A-F座
601518.SH,吉林高速公路股份有限公司,吉林高速,,收费公路的投资、建设、营运和管理。,　　公路投资、开发、建设、养护和经营管理；建筑材料生产、经销；公路工程咨询；设计、制作、代理发布国内各类广告业务；房地产开发（凭资质证书经营）；农林牧产品加工；进出口贸易（国家禁止的品种除外）；生物工程开发；汽车清洗；汽车配件及金属材料、机电设备及配件、通讯设备销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"吉林高速公路股份有限公司主要从事收费公路的投资、建设、营运和管理。公司拥有长平高速公路的特许经营权,通过对路产进行收费、经营、管理实现资金还贷任务,并获得预期的投资回报。2012年6月29日,国家发展和改革委员会核准实施四平(辽吉界)至长春高速公路改扩建工程。2015年10月30日长平高速公路改扩建工程主体已基本建成并试通车。长平高速公路改扩建完成后收费期限25年,自工程建成通车之日起计算。",蒋涛,吉林省交通运输厅 (54.35%),吉林省长春市二道区经济技术开发区浦东路4488号
601519.SH,上海大智慧股份有限公司,大智慧,,证券信息服务、大数据及数据工程服务、境外业务三大板块。,　　计算机软件服务，电信业务，互联网证券期货讯息类视听节目，计算机系统服务，数据处理，计算机、软件及辅助设备的零售，网络测试、网络运行维护，房地产咨询（不得从事经纪），自有房屋租赁，会议服务、创意服务、动漫设计，设计、制作各类广告，利用自有媒体发布广告，网络科技（不得从事科技中介），投资咨询，企业策划设计，电视节目制作、发行，游戏产品运营，网络游戏虚拟货币发行。【依法须经批准的项目，经相关部门批准后方可开展经营活动】。,"上海大智慧股份有限公司的主要业务聚焦在证券信息服务平台、大数据及数据工程服务和境外业务三大板块。证券信息服务平台是以软件终端为载体,以移动APP、PC版软件、云服务、互动直播以及TV终端等方式向广大投资者提供及时、专业的证券信息和数据服务的综合性互联网平台。公司是国内领先的互联网金融信息服务提供商。",张志宏,张长虹 (33.62%),上海市浦东新区杨高南路428号1号楼
601528.SH,浙江绍兴瑞丰农村商业银行股份有限公司,瑞丰银行,,公司业务、个人业务以及资金业务。,　　吸收公众存款；发放短期、中期和长期贷款；办理国内结算；办理票据承兑与贴现；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；代理收付款项及代理保险业务；从事银行卡业务；提供保管箱服务；（上述业务不含外汇业务）；从事外汇存款、外汇贷款、外汇汇款、国际结算、外汇拆借、资信调查、咨询和见证业务，经外汇管理机关批准的结汇、售汇等业务；经中国银行业监督管理机构批准的其他业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"浙江绍兴瑞丰农村商业银行股份有限公司是一家经中国银行业监督管理委员会批准，由辖内自然人、农村工商户、企业法人和其他经济组织自愿入股组成的股份有限公司，是浙江省首批成立的农村商业银行。公司主营业务是公司业务、个人业务以及资金业务，主要产品及服务为储蓄存款、投资理财、代销基金、代销贵金属、代销保险、信用卡、市民卡、手机银行、个人网银、收单结算、个人经营性贷款、消费金融、农村社区金融服务、公司金融业务、小微金融业务、票据业务、国际金融业务、资金业务、债券业务、外汇业务、衍生品业务、理财业务等。
　　瑞丰银行前身为浙江省绍兴县信用联社，成立于1987年5月。
　　经中国银行业监督管理委员会（银监复【2004】231号）批准，2005年1月改制为浙江绍兴县农村合作银行。2011年1月，经中国银行业监督管理委员会浙江监管局批复（浙银监复【2011】16号），浙江绍兴县农村合作银行变更为股份有限公司，更名为浙江绍兴瑞丰农村商业银行股份有限公司，注册资本6亿元，成为浙江省首批成立的农村商业银行。2011年4月，瑞丰银行以任意盈余公积转增资本，转增金额3亿元，注册资金由6亿元增加至9亿元。2012年4月，以未分配利润和任意盈余公积转增资本，转增金额9,000万元，注册资金由9亿元增加至9.9亿元。2013年4月，以未分配利润和任意盈余公积转增资本，转增金额9,900万元，注册资本由9.9亿元增加至10.89亿元。2014年4月，以未分配利润和任意盈余公积转增资本，变更后的注册资本及实收资本为1,197,900,449元。2015年4月，以任意盈余公积转增资本，变更后的注册资本及实收资本为1,293,732,441元。
　　本行始终以“瑞行百年、丰泽万家”为使命，以“服务社会、发展经济”为己任，全力支持地方经济发展。本行特别立足中小，服务三农，确定“小额、流动、分散”的经营定位，不断加大支农支小的信贷支持力度。
　　截至2015年9月末，本行拥有营业网点106个（不含金融便利店），分布在绍兴市柯桥区（原绍兴县）各个镇（街）、绍兴市区和义乌，同时作为主发起行在嵊州设立嵊州瑞丰村镇银行，在义乌设立首家异地支行；本行员工1,944人，总部设有18个管理部。
　　近年来，本行业务规模和利润水平持续增长。截至2015年9月末，本行资产总额821.00亿元，所有者权益合计为69.11亿元；不良贷款率1.95%，拨备覆盖率216.25%；资本充足率为13.26%，一级资本充足率及核心一级资本充足率均为12.13%。2015年1-9月，本行实现营业收入16.46亿元，净利润6.80亿元。随着各项业务稳步推进，本行市场竞争力不断增强，本行综合实力位居绍兴市柯桥区金融同业首位、浙江省农信系统前列。曾荣获“2011年度十大品牌中小银行”称号；在2012年第三届全国服务业公众满意度专项调研中被评为“中国农村金融企业最佳社会责任践行奖”、“全国县域经济金融服务十佳农商行”；被浙江省人民政府授予“浙江省城乡居民社会养老工作先进单位”；多次被浙江农信系统评为“特级银行”、“十强银行”、“优胜单位”；被绍兴市人民政府授予“绍兴慈善奖”机构奖；被绍兴县人民政府授予“绍兴县慈善奖”机构奖，评为“服务经济优胜银行”、“企业评部门、群众评行风”优胜单位。2013年，本行被中国银监会评为“中国农村金融机构标杆银行”，连续四年获得“柯桥区机关部门行风评议第一名”；本行被中国银监会评为全国“2015-2016年度农村商业银行标杆银行”；本行银监会监管评级达到2B，在开展金融业务、经营方式和组织创新、组建村镇银行及跨区设立分支机构等方面获得银监部门的优先支持。
　　经过改制后，本行以打造“区域首选零售银行”为发展愿景，通过“精品+规模”的战略实施，在新型的农村金融市场上，强化绍兴市场金融领导者的地位，同时实现跨区域经营，着力打造全国一流的中型农村商业银行。",章伟东,,浙江省绍兴市柯桥区笛扬路1363号
601555.SH,东吴证券股份有限公司,东吴证券,,经纪及财富管理业务、投资银行业务、投资与交易业务、资管及基金管理业务、国际业务。,　　证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；证券投资基金代销；为期货公司提供中间介绍业务；融资融券业务；代销金融产品业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：证券业务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）,东吴证券股份有限公司主营业务为经纪及财富管理业务、投资银行业务、投资交易业务、资管管理业务、国际业务。公司扎根苏州、深耕长三角，具备显著的区位优势和发展潜力。,范力,苏州市人民政府国有资产监督管理委员会 (27.24%),江苏省苏州市吴中区工业园区星阳街5号
601558.SH,华锐风电科技(集团)股份有限公司,华锐风电,,开发、设计、生产、销售风力发电设备，风电运维服务。,　　生产风力发电设备；开发、设计、销售风力发电设备；施工总承包；货物进出口；技术进出口；代理进出口；信息咨询(不含中介服务)；(涉及配额许可证、国营贸易、专项规定管理的商品按照国家有关规定办理。)(该企业2008年7月11日前为内资企业，于2008年7月11日变更为外商投资企业；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。),华锐风电科技(集团)股份有限公司主营业务是生产风力发电设备；开发、设计、销售风力发电设备；施工总承包；货物进出口；技术进出口；代理进出口；信息咨询。风电运维服务，售电业务等。主要产品和服务为开发、设计、生产、销售风力发电设备，风电运维服务，售电业务。,王原,,北京市海淀区中关村大街59号文化大厦19层
601566.SH,九牧王股份有限公司,九牧王,,男裤及男士商务休闲服饰的生产和销售，并实施多品牌发展战略。,　　生产纺织品、服装、皮革服饰、家具、运动鞋及相关技术的交流和推广（出口不含配额许可证管理品种）,九牧王股份有限公司主营业务是男裤及男士商务休闲服饰的生产和销售。公司主要产品包括男裤、茄克及其它服饰类产品。九牧王品牌也得到了国内权威机构和媒体的认可，先后获得“中国最受消费者欢迎的休闲装品牌”、“中国十大最具影响力品牌”、“中国服装行业年度十佳品牌”、“中国创造精工时尚奖”等多项荣誉。,林聪颖,林聪颖 (53.73%),福建省厦门市思明区宜兰路1号
